ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
AFG,2003,35.4,27.6160060116476,0.1,118.5,58.9,31.8755891610669,0.07,0.0,,41.0,39.0,0.39,24.1003328260197,14.3,,1196.0,24.2823589486561,2.5,,8.94125843,38.6,143.75,57.344
AFG,2004,35.5,27.7487821851079,0.1,114.0,57.5,34.0944312907889,0.07,0.0,,50.0,48.0,0.39,25.6662399387279,,,1115.0,23.4392401100223,2.4,,9.80847359,35.9,136.93,57.944
AFG,2005,35.6,27.9462383215866,0.1,109.5,56.0,36.3312261244574,0.07,0.0,,58.0,50.0,0.42,27.2391887360031,,36.2706858783946,1103.0,22.5848120856831,2.3,,9.94828892,34.2,130.838,58.361
AFG,2006,35.8,28.2043295436848,0.1,105.0,54.6,38.5671193339185,0.07,0.0,,58.0,53.0,0.42,28.8122662344939,18.9,36.3530638895669,1044.0,21.7322980264723,1.9,,10.62276554,31.6,121.635,58.684
AFG,2007,36.0,28.4650885812119,0.1,100.6,53.1,41.0836738960922,0.07,0.0,63.0,63.0,55.0,0.42,30.4665336124326,,36.4362543654897,1023.0,20.8814992859991,1.9,,9.90467453,28.3,117.754,59.111
AFG,2008,36.2,28.6861732644865,0.1,96.3,51.6,43.6326087182233,0.07,0.0,64.0,64.0,59.0,0.42,32.128704614959,24.0,36.5198455287321,962.0,20.0326584595985,1.9,,10.25649548,25.1,118.979,59.852
AFG,2009,36.5,28.8386917960089,0.1,92.3,50.2,46.2137626459091,0.06,1.0,63.0,63.0,60.0,0.42,33.7989577403427,,36.6038410814174,913.0,19.1857909737039,1.8,,9.81848717,21.6,109.655,60.364
AFG,2010,36.8,28.8681757656458,0.1,88.4,48.7,48.8269685242371,0.06,1.0,66.0,66.0,62.0,0.43,35.4774709901664,34.3,37.543786869771,899.0,18.3409142181488,1.7,,8.56967163,19.4,105.648,60.851
AFG,2011,37.1,28.8351368555061,0.1,84.7,47.3,51.4723764683198,0.06,1.0,68.0,68.0,64.0,0.45,37.16457222165,38.6,38.4759927139703,884.0,17.4978458259904,1.6,,8.56190777,18.3,101.659,61.419
AFG,2012,37.5,28.7495460597991,0.1,81.3,46.0,54.1494916362474,0.06,0.0,66.0,66.0,59.0,0.47,38.8603050336229,39.9,39.3999913055947,833.0,16.656809945007,1.5,,7.89716864,19.5,95.245,61.923
AFG,2013,38.0,28.6753666705162,0.1,78.2,44.7,56.8581415948124,0.06,2.0,64.0,64.0,57.0,0.46,40.564852379778,,40.3157208555991,821.0,15.8178221610992,1.5,,8.80596447,19.4,89.337,62.417
AFG,2014,38.7,28.6549707602339,0.1,75.3,43.5,59.5981581738121,0.06,4.0,63.0,63.0,60.0,0.46,42.2784026530125,45.2,41.2231241036262,785.0,14.9808984602768,1.2,,9.52887821,19.3,84.069,62.545
AFG,2015,39.4,28.6895674300254,0.1,72.7,42.4,62.3696595585624,0.06,3.0,64.0,64.0,62.0,0.44,44.0013086436901,50.5,42.1224212245219,776.0,14.1458778889541,1.1,,10.10534763,20.0,81.043,62.659
AFG,2016,40.2,28.8410256410256,0.1,70.2,41.3,65.1721622599667,0.06,4.0,65.0,65.0,64.0,0.45,45.7336021554717,,43.0132264594566,750.0,13.3129631837974,1.0,,11.81859016,20.5,78.13,63.136
AFG,2017,40.9,28.9618031315448,0.1,67.9,40.3,68.0088715856643,0.05,9.0,63.0,63.0,64.0,0.42,47.4776157981306,53.4,43.8983799044592,682.0,12.4801738882236,1.1,,12.62081718,21.4,75.3,63.016
AFG,2018,41.8,28.9957430340557,0.1,65.8,39.3,70.8799408932308,0.06,9.0,67.0,67.0,66.0,0.4,49.2341444226923,58.8,44.7775364052837,663.0,11.7379246642205,0.9,,14.20841885,22.6,73.021,63.081
AFG,2019,42.6,29.0687880205896,0.1,63.6,38.3,73.7846429967308,0.06,12.0,65.0,65.0,57.0,0.38,51.0034810931108,,45.6495836221902,644.0,11.0092685304884,1.0,,14.83131981,25.1,70.967,63.565
AFG,2020,,29.1522648717482,0.1,61.6,37.4,76.72225540254,0.05,13.0,61.0,61.0,57.0,0.34,52.6490009350063,61.8,46.5134902430167,620.0,10.2836048053294,,,15.53361416,27.7,68.877,62.575
AFG,2021,,29.2310408757835,0.1,59.6,36.4,79.6930784589074,0.05,19.0,55.0,55.0,51.0,0.36,54.298589737252,,47.368944647633,,9.56090405753188,,,21.82794952,29.4,66.599,61.982
AFG,2022,,29.3134328358209,0.1,57.7,35.5,82.1753711181706,0.06,15.0,58.0,58.0,56.0,,55.9519412878114,,48.2146964807102,,8.84185330022357,,,,30.4,65.339,62.879
AFG,2023,,,,,,,,,60.0,60.0,55.0,,,,,,,,,,,,
CHN,1997,,28.2135630328295,,43.6,24.5,,,,,84.0,83.0,2.5499999523,,93.8,,,,,,,,6.427,70.672
CHN,1998,,28.415542959643,,41.4,23.4,,,,,84.0,83.0,2.5299999714,,,,,,,,,,4.673,71.172
CHN,1999,,28.5936160751687,,39.1,22.4,,,,,85.0,84.0,2.5199999809,,96.8,,,,,,,,6.163,71.419
CHN,2000,22.1,28.7490348092627,,36.7,21.3,78.8969610642735,,,60.0,85.0,84.0,1.71,56.8201112825324,96.6,,58.0,2.53095179675483,1.7,13.3858095689807,4.50828123,,6.444,71.881
CHN,2001,21.1,28.8967255672528,,34.1,19.9,79.2533944100334,,,65.0,86.0,85.0,1.69,57.5684585923258,97.3,,55.0,2.48617076143733,1.8,13.7504771394736,4.25330067,10.3,6.104,72.606
CHN,2002,20.3,29.0239807393797,,31.5,18.3,80.4400534180013,,,70.0,86.0,85.0,1.73,59.7190892301783,96.7,,54.0,2.3218656790478,1.8,14.4912585801225,4.38285255,9.7,6.122,72.985
CHN,2003,19.6,29.1297108416782,,28.9,16.8,81.5969254609016,,,75.0,86.0,85.0,1.76,61.8436133436577,95.9,,43.0,2.16191828762621,1.9,16.5364386131506,4.41762781,8.9,6.459,73.371
CHN,2004,19.0,29.2174085169494,,26.3,15.3,82.7229101344337,,,79.0,87.0,86.0,1.82,63.9406211866297,97.3,,49.0,2.00649762041914,2.0,18.7051196156204,4.29347467,8.1,5.638,73.748
CHN,2005,18.3,29.3144105171257,,24.0,13.8,83.8157983145536,,,84.0,87.0,86.0,1.87,66.007415268661,97.5,,46.0,1.85590475627183,2.0,20.9939612070134,4.17605019,7.2,6.645,74.111
CHN,2006,17.6,29.3938494133509,,21.9,12.4,84.8656287015905,,,91.0,93.0,93.0,1.95,68.0323494379767,97.8,,43.0,1.7113493821682,2.0,23.3882035150291,3.94742203,6.2,8.5,74.504
CHN,2007,16.9,29.4404871029358,,20.1,11.2,85.8774230526273,,,92.0,93.0,94.0,2.02,70.0209795374,98.4,,39.0,1.57207008487799,2.0,25.8891268633777,3.67491412,5.1,9.141,74.762
CHN,2008,16.4,29.4833585383547,,18.5,10.1,86.8568300680798,,,95.0,97.0,97.0,2.17,71.9796256382187,99.1,,38.0,1.43755126464074,2.1,28.5018140150073,3.900002,4.0,11.026,74.872
CHN,2009,15.8,29.4987284062573,,17.0,9.1,87.8020666993308,,,99.0,99.0,99.0,2.33,73.906056089948,99.3,,34.0,1.30801800051925,2.1,31.2214592412194,4.34958458,2.9,11.994,75.343
CHN,2010,15.3,29.5288228593797,,15.7,8.3,88.7139650125555,,,99.0,99.0,99.0,2.51,75.801047562911,99.6,,33.0,1.18339618322795,2.1,34.0472448660203,4.23068333,2.5,12.158,75.599
CHN,2011,15.0,29.5792626586851,,14.6,7.6,89.5812134561724,,,99.0,99.0,99.0,2.73,77.6512534109342,99.7,,32.0,1.06490999698339,2.1,36.9507361108525,4.34274387,2.5,11.801,75.903
CHN,2012,14.8,29.6845950823299,,13.5,6.9,90.4108956703725,,,99.0,99.0,99.0,3.05,79.464668205991,99.8,,28.0,0.95172980645877,2.1,39.938985413215,4.56584787,2.5,12.534,76.192
CHN,2013,14.8,29.9041250976448,,12.5,6.3,91.2079079481676,,,99.0,99.0,99.0,3.33,81.2467982370502,99.9,,28.0,0.843322079034893,2.0,43.0189727911805,4.71490669,2.5,11.976,76.452
CHN,2014,14.8,30.113032436977,,11.5,5.8,91.9731192427815,,,99.0,99.0,99.0,3.58,82.9984788355712,99.9,,26.0,0.739603206969289,2.0,46.1899310936473,4.77790594,2.5,12.049,76.717
CHN,2015,14.9,30.2133297999205,,10.7,5.3,92.7063422881616,,,99.0,99.0,99.0,3.82,84.7193140289753,99.9,,26.0,0.640593908024622,2.0,49.4481203184288,4.93827963,2.5,10.887,76.977
CHN,2016,15.1,30.2639355494459,,9.9,4.8,93.4078793193365,,,99.0,99.0,99.0,4.06,86.4094766696777,99.9,,23.0,0.546266161490902,1.9,52.7910624216511,4.97955608,2.5,10.747,77.218
CHN,2017,15.2,30.357536646154,,9.2,4.4,94.0773253482316,,,99.0,99.0,99.0,4.34,88.068308924773,,97.0388012520998,22.0,0.456640251711047,1.9,56.2128873830603,5.06592178,2.5,10.236,77.248
CHN,2018,15.3,30.3991249005569,,8.6,4.1,94.7135009826134,,,99.0,99.0,99.0,4.6,89.6942179411797,,97.074558133054,20.0,0.371749877327975,1.8,59.700945981579,5.16790485,2.5,8.691,77.744
CHN,2019,15.5,30.4122057347381,,8.0,3.7,95.3173719016687,,,99.0,99.0,99.0,4.83,91.2881365395444,,97.1092429077146,20.0,0.291428435644027,1.8,63.2498394976181,5.3502779,2.5,8.277,77.968
CHN,2020,,30.4410884883131,,7.5,3.5,95.8903136606767,,,99.0,99.0,99.0,5.0,92.8514970076321,,97.1428402465325,23.0,0.215474035352444,,64.6096780871316,5.59359741,2.5,6.737,78.077
CHN,2021,,30.4859554869051,,7.0,3.2,96.6944491607209,,,99.0,99.0,99.0,,94.385756597916,,97.1753598301844,,0.143684927328568,,65.9328271010443,5.38360548,2.5,5.996,78.211
CHN,2022,,30.5337217872042,,6.6,3.0,97.6469295532532,,,99.0,99.0,99.0,,95.8923614069453,,97.2067969954623,,0.104456782974785,,67.220232502194,,2.5,5.463,78.587
CHN,2023,,,,,,,,,97.0,97.0,97.0,,,,,,,,,,,,
TJK,1997,,50.0,0.1,102.2,30.1,,0.01,,,81.0,84.0,7.2199997902,,72.6,,,,,,,,60.481,60.348
TJK,1998,,50.0,0.1,96.2,29.8,,0.01,,,79.0,83.0,6.9099998474,,74.1,,,,,,,,56.562,61.519
TJK,1999,,33.3333333333333,0.1,89.8,29.1,,0.01,,,82.0,79.0,6.8000001907,,66.6,,,,,,,,46.494,62.621
TJK,2000,39.2,42.8571428571428,0.1,83.4,28.3,56.5062298278567,0.01,,,83.0,88.0,6.45,89.9072432071928,70.7,,68.0,1.25200111895238,1.9,,4.26,,44.212,63.26
TJK,2001,38.5,38.0952380952381,0.1,77.0,27.1,57.7750572442872,0.01,,,85.0,88.0,6.3,90.225577402018,81.1,,60.0,1.19983873494667,1.7,,4.58,40.1,42.835,64.057
TJK,2002,37.7,38.1818181818182,0.1,70.9,26.0,59.0500581249144,0.01,,39.0,85.0,89.0,6.18,90.5438953666555,88.7,,55.0,1.14767668120594,1.6,,4.44,41.0,39.36,64.846
TJK,2003,36.7,37.7049180327869,0.1,65.3,24.8,60.3312336225954,0.02,,58.0,85.0,91.0,6.03,90.8622012435509,88.1,,49.0,1.09551502887792,1.4,,4.7,41.4,36.589,65.552
TJK,2004,35.4,37.7593360995851,0.1,60.2,23.8,61.6181743211743,0.03,,81.0,86.0,92.0,5.96,91.2312248165424,75.1,,47.0,1.04335989890622,1.3,,4.8,40.2,35.995,66.028
TJK,2005,34.4,38.0722891566265,0.1,55.7,23.1,62.9117102762344,0.05,,81.0,84.0,85.0,5.85,91.600730146237,82.4,,44.0,0.991198896406606,1.3,,5.21,38.1,34.091,66.514
TJK,2006,34.0,38.1954887218045,0.1,52.0,22.5,64.2114185120741,0.07,,88.0,83.0,82.0,5.72,91.9706902622255,78.3,72.385241878469,41.0,0.939038288383888,1.3,,5.03,35.4,33.161,67.013
TJK,2007,33.3,38.1143430290873,0.1,48.9,22.1,65.5172990344674,0.09,,84.0,86.0,85.0,5.4,92.341104777068,88.4,72.385684211512,39.0,0.886878058566817,1.2,,5.54,32.6,33.374,67.217
TJK,2008,32.6,38.0381086803105,0.1,46.4,21.6,66.8293498168938,0.11,,86.0,86.0,86.0,5.28,92.7119712907349,85.0,72.3861251094932,35.0,0.834718182602385,1.1,,5.91,29.9,35.75,67.688
TJK,2009,31.9,37.9346133886871,0.1,44.4,21.0,68.1475750482174,0.13,,93.0,93.0,89.0,5.17,93.0832967927517,87.1,72.3865698126851,31.0,0.782558730002009,1.0,,5.86,27.3,38.879,68.039
TJK,2010,31.2,37.9392025266482,0.1,42.9,20.2,69.4719693561623,0.14,,93.0,93.0,94.0,5.01,93.455074499174,87.7,72.3870130001323,32.0,0.730399640024593,0.9,,5.74,24.9,41.548,67.742
TJK,2011,30.9,37.8470080197409,0.1,41.6,19.3,70.8022224486628,0.16,,96.0,96.0,98.0,4.9,93.8273051827913,89.0,72.4193669199874,29.0,0.678246336681263,0.8,,5.86,23.0,44.865,68.148
TJK,2012,31.0,37.9618150260352,0.1,40.4,18.3,72.1454574361497,0.18,,94.0,94.0,97.0,4.79,94.1998395382215,87.4,72.4566543659666,27.0,0.625969886037156,0.7,,5.98,21.9,45.94,68.484
TJK,2013,31.3,38.080684596577,0.1,39.5,17.5,73.4998081947807,0.19,,96.0,96.0,97.0,4.74,94.5724131813338,90.8,72.4980095557587,24.0,0.573592546900989,0.6,,6.53,20.6,47.618,68.885
TJK,2014,31.6,38.1572187018325,0.1,38.5,16.8,74.8649018101603,0.2,,97.0,97.0,98.0,4.65,94.9447326755321,90.3,72.5436467157048,22.0,0.521109549049832,0.5,,6.67,18.8,48.899,69.069
TJK,2015,32.0,37.8511439328121,0.1,37.6,16.3,76.2394931599553,0.21,,96.0,96.0,97.0,4.58,95.3165416425611,98.0,72.5931472845541,20.0,0.468532233239099,0.4,,6.91,16.3,49.401,69.306
TJK,2016,32.8,37.7568922305764,0.2,36.6,15.9,77.6228562087016,0.21,,97.0,96.0,97.0,4.56,95.6875477096984,,72.6465075635153,20.0,0.415861514292594,0.4,,6.96,14.2,45.834,69.549
TJK,2017,33.8,37.6623376623377,0.2,35.6,15.5,79.0139647356572,0.21,,96.0,96.0,98.0,4.49,96.0574597792305,94.8,72.7035037388729,18.0,0.363103577392526,0.4,,6.85,12.4,39.046,69.905
TJK,2018,34.5,37.2480280455741,0.2,34.5,15.0,80.4115904874603,0.21,,96.0,96.0,98.0,4.43,96.4260333591642,,72.7637293880581,17.0,0.3209986303054,0.4,,7.01,10.6,42.908,70.353
TJK,2019,35.2,37.244225871608,0.2,33.5,14.5,81.8151109661329,0.2,,97.0,97.0,98.0,4.35,96.7725602586229,,72.8273539598439,16.0,0.32013601181747,0.4,,6.95,9.9,46.924,70.867
TJK,2020,,37.3259277147227,0.2,32.4,14.0,81.8524176009632,0.2,,97.0,97.0,98.0,4.36,96.7653172062538,,72.8650827246927,17.0,0.319268418478877,,,8.18,9.4,45.669,67.994
TJK,2021,,37.3550401427297,0.2,31.4,13.6,81.8940783642255,0.18,,97.0,97.0,97.0,4.32,96.7572266689365,,72.907215073403,,0.318299524553263,,,8.01,9.5,43.993,71.594
TJK,2022,,37.4861419068736,0.2,30.3,13.1,81.9399075495213,0.17,,97.0,97.0,98.0,,96.7483291193228,,72.9535628095172,,0.317233735948745,,,,8.7,42.246,71.288
TJK,2023,,,,,,,,,96.0,96.0,98.0,,,,,,,,,,,,
ARB,1997,,46.9298891604112,0.103455388534949,65.6724134556819,27.202330783499,,0.0517716109299445,,43.8346128621781,76.2390537801792,78.6070733493014,,,,,,,,,,,59.1057302258807,65.8137717257096
ARB,1998,,46.4898147070946,0.103442602670893,63.6263725645458,26.6086878627624,,0.0519658272320739,,39.6982542087183,78.432587164216,81.0483184467884,,,,,,,,,,,57.1760308262343,65.6001140162629
ARB,1999,,45.6410551614251,0.104299847411527,61.691578957728,26.049298808422,,0.051825892767862,,49.6433517382448,81.1403907748561,81.3217822953334,,,,,,,,,,,56.2546281641195,66.7167582232366
ARB,2000,38.3076325832911,45.5074278585872,0.104309456581107,59.6633468190795,25.4652034565926,78.0746359769711,0.0520062925646312,0.0,54.8651183636002,82.8437008467888,81.3648519406069,1.54010604074948,72.9374053862497,,,240.0,14.0671084755234,1.24920250824869,49.1825310066861,3.92745353046823,,55.3457901016305,67.1485946556839
ARB,2001,37.848250887981,45.1922606135335,0.104294449223602,57.6353542472689,24.8807318303849,78.3525605289836,0.0498132544094088,0.0,58.5746893310274,83.9216512021281,80.8821518969659,1.48817202443943,73.2496483056879,,,237.0,13.6898808266534,1.23641915898381,49.4814687402824,4.21419456235463,11.0472856043911,54.2744831205463,67.4878677120796
ARB,2002,37.4689438420243,44.5712251885829,0.104260272063424,55.7668577922262,24.3182289300276,78.6557998534139,0.0475093146447159,0.0424178154825027,59.4461288078604,81.7626386245476,80.8387887294337,1.50919891354591,73.6221596167509,,,232.0,13.3926200722576,1.16040604868279,49.8268946937209,4.19277594708125,10.9815220056156,53.3509747451134,67.7989922635794
ARB,2003,37.1749453002213,43.8561620542714,0.104234564739965,53.9078336955319,23.7670310188643,79.0491945763183,0.0458475582242154,0.0717213114754098,60.0077320775487,82.1731111258811,81.2016487570919,1.52977751518469,74.0505331923989,,,226.0,13.0025269514946,1.1095219421815,50.1542599337283,3.9950210434491,11.0084362387761,53.4529533711241,67.7264643995005
ARB,2004,36.8529450468555,43.2252075698168,0.104213281663157,52.1855642006047,23.2455423580806,79.4397719047755,0.044196689363039,0.123920265780731,66.3978157255386,83.161867007694,81.917307596057,1.53490902920073,74.47390898014,,,219.0,12.6051937907823,1.04122050543241,50.6919166945359,3.72001666556551,11.0396313835529,53.328482889199,67.7617899778175
ARB,2005,36.4782101240228,42.4535798173539,0.10419418147259,50.514479113553,22.6662750776461,79.9556635031138,0.0423307173718225,0.646034816247582,74.099443568367,84.0542186645453,82.1189296395179,1.50750789681846,75.0862289515929,,,211.0,11.9831665150116,1.09894143384513,51.1729446164407,3.4257234280973,10.8704362149533,53.5610562945197,68.0313106881606
ARB,2006,36.034262434423,41.9481651573841,0.104174294292792,48.9301033286111,22.0700272873853,80.5028017966008,0.0412715863429797,1.12686567164179,78.3571140493045,83.4031503214352,81.695161110689,1.60694678247009,75.7469267071595,,,204.0,11.3527983813395,1.11915157636231,51.7742125574714,3.41705524908706,10.6286343056495,54.2516795048847,68.4456152626276
ARB,2007,35.5575826230966,41.383682552223,0.104152670936042,47.1015776352488,21.4123671172142,81.004294499239,0.040628589212207,2.36827876239111,81.5381199410997,84.9663538389446,83.2645452033139,1.48474851908996,76.3932053241974,,,192.0,10.7951192720464,1.08677657867791,52.4243231407576,3.53393489625428,10.4135554695673,54.3604157424274,68.8044771777513
ARB,2008,35.0660653162669,40.7029320325202,0.103321244053442,45.4235317346504,20.7893595089372,81.5543959040149,0.0428086241481694,,82.7529285152802,85.8097130869055,82.8143772987066,1.45653928982393,77.0417328782142,,,188.0,9.99914424224221,1.07773573984183,53.0366247706753,3.36470613780159,10.3036870748636,53.7586845419275,69.1498701706848
ARB,2009,34.5808154178939,40.0112615675902,0.103335888432532,43.8280056568262,20.2531472485461,82.0801690304308,0.0414599393384065,,83.0587823524492,86.6301187945855,85.2321954630824,1.40638807628797,77.6517646539252,,,173.0,9.40283997591447,1.04515205880038,53.5734700308626,4.30772740943574,10.1524953313815,53.8579989173615,69.6659899107086
ARB,2010,34.15319000715,39.8734130954291,0.103367227374157,42.1648831232092,19.6590503158077,82.6000795808703,0.0411055535530217,,83.260610271296,87.5422854638735,86.743550970167,1.38114065436593,78.2054678645864,77.9693382544462,,169.0,8.84035832638838,1.02105989194751,53.9621687238292,3.92704895419776,10.273035522769,54.1352702634523,69.8629076501434
ARB,2011,33.8329542638321,39.5129433780695,0.10337901727788,41.0520799213545,19.1395173240696,83.1547997929833,0.0408121869191925,,84.5581858527107,87.3582505107087,86.8004493801645,1.40104551234623,78.879703204818,,,161.0,8.21934637117859,0.960740054807217,54.526898033118,3.82430994910184,10.2943411160103,54.0444839925557,70.0929500756869
ARB,2012,33.5891352624408,39.2163520760027,0.102540177859389,40.713488073242,18.6319909041483,83.7043737407234,0.04369697441577,,81.5888501300523,84.6687664731519,84.6295233244037,1.38640320600981,79.5104856978332,,72.6206893165513,151.0,7.62890457610933,0.982599736413333,55.037915779266,3.90386710752846,10.4477892453157,54.1955427774325,70.0306813523565
ARB,2013,33.4430304819789,37.9548109886962,0.102554454524718,39.6670555526891,18.1928512421822,84.2239840937689,0.0422795959634327,,86.8936978279944,85.9996462779938,85.4460438357632,1.35503751647323,80.1179416889049,,71.1451031507122,146.0,7.0686174716448,1.00647883923734,55.5807488083122,4.14925941702482,10.3042976664263,54.3389363832737,70.0635094909116
ARB,2014,33.3280559274078,38.1010312761277,0.102586417472862,38.4242588165071,17.7964728772393,84.7294739764029,0.045211135690684,,84.9423157355877,85.41758901286,83.8832710978131,1.35336194922659,80.6739677483179,,71.70234927716,140.0,6.54521001724367,0.981870782384411,56.1233488400743,4.49537392205971,10.6081031917307,53.9058375875414,70.3670416519851
ARB,2015,33.2422842522199,37.7601521422751,0.102612921012845,37.5063922866568,17.4457403390878,86.2004011242312,0.0464324575158491,,83.7235270770642,83.9336532653603,83.5630329938487,1.3591868119276,81.2368034963383,,71.9146362228287,141.0,6.02733064404563,0.97428695603458,56.8092482884006,4.99445971932311,11.2150390098392,53.336490278498,70.6438916772436
ARB,2016,33.2321141947644,37.6182269150452,0.103501981825783,36.5468528982362,17.2325778855185,86.655585633407,0.0493920608663204,,84.6308533217594,84.5012723957431,85.5125984062872,1.33641442414169,81.7767751313476,,72.1289801952768,139.0,5.52583034201639,0.90546153056206,57.5268149967021,5.27308394190419,11.7791508762977,51.8724233816746,70.8430191114354
ARB,2017,33.313618473046,37.4193425223594,0.10352408136357,35.781298879632,16.9008279477526,87.0519862244516,0.0496079108730342,,85.3887791016255,85.3984106410623,84.7666604158036,1.30892609411475,82.1092252180517,,71.9537074002449,136.0,5.28244431233807,0.880477329788153,58.1461272122498,5.17231174679311,12.2093064613152,51.0735774541458,71.3208697263729
ARB,2018,33.4125270218896,37.3486157442785,0.103556636989904,35.2470015251336,16.647053078037,87.506251843851,0.0527742538516904,,84.758828855494,84.7254482528538,83.3809185919657,1.33025349339171,82.3885838248522,,74.3017317273941,134.0,4.83586482329901,0.864784538241941,58.7036199012099,4.85787788077755,12.2736186413891,49.1608732965002,71.4885385070567
ARB,2019,33.5755601041803,37.1852565815089,0.103576551853913,34.0538010391212,16.398951987814,87.8867263034788,0.0550559920770369,,84.7247051102756,84.7523486992644,83.6008948750812,1.27168253224361,82.6432268984747,89.6940613019825,73.9883350394668,134.0,4.39813108314726,0.877559181616683,59.2822677548638,4.95417984285211,12.4196796604403,47.9923596700881,71.6884184364112
ARB,2020,,37.1340407299528,0.103582686169212,32.8991631742769,16.0481359495908,88.284415049611,0.058757879583,,81.3518702797006,81.3420371040686,82.6240602592672,1.3038215075513,82.983687043449,,73.6695962473936,132.0,3.9563412052684,,59.894839621015,5.75055865025717,12.6668043861503,47.305824741482,70.7942234312115
