ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
UZB,2010,31.0,44.6801346801347,,30.3,16.5,92.0192250304465,,,99.0,99.0,98.0,4.88,94.8458110786003,100.0,,38.0,0.0490440001172756,1.0,73.8886423983683,5.3,3.6,22.103,69.235
UZB,2011,29.8,44.9587571073917,,27.7,15.1,92.4356779359972,,,99.0,99.0,99.0,4.81,94.9701843533881,100.0,,37.0,0.0488500004349142,1.0,73.8972035225477,5.26,2.7,24.804,69.649
UZB,2012,28.7,45.2851361920631,,25.4,13.9,92.8244205156141,,,99.0,99.0,99.0,4.69,95.0891000468084,100.0,,36.0,0.0489499989816731,1.0,73.9609290345336,5.55,2.5,26.234,69.874
UZB,2013,27.8,45.627096698252,,23.3,12.8,93.2160218763321,,,99.0,99.0,97.0,4.47,95.2086773413081,100.0,,34.0,0.0490499985350793,1.0,74.0253238440716,5.72,2.5,25.609,69.99
UZB,2014,26.9,45.9321424905041,,21.5,11.8,93.6104835748458,,,99.0,99.0,99.0,4.3,95.3289086619624,100.0,,32.0,0.0491500006336927,1.0,74.0903831676957,4.43,2.5,26.314,70.234
UZB,2015,26.3,46.1623774925873,,19.9,11.0,94.0078216347275,,,99.0,99.0,99.0,4.19,95.4498002084782,100.0,,31.0,0.0492500000585633,0.9,74.1561101177168,4.74,2.5,25.309,70.475
UZB,2016,25.7,46.3652356783208,,18.5,10.3,94.4080439802707,,,99.0,99.0,99.0,4.2,95.5713508171867,100.0,,30.0,0.0493500003121664,0.9,74.2225046217624,4.72,2.5,22.953,70.755
UZB,2017,25.3,46.5354676022366,,17.3,9.7,94.8111570681682,,,99.0,99.0,99.0,4.25,95.6935573673262,100.0,,30.0,0.0494499966282611,0.9,74.2895636044879,4.84,2.5,21.057,71.01
UZB,2018,25.0,46.6801376039544,,16.4,9.2,95.2185731124327,,,98.0,98.0,96.0,4.73,95.8162705225993,100.0,81.6280082149931,31.0,0.0495220020363286,0.9,74.3513562727039,5.08,2.5,21.987,71.149
UZB,2019,24.8,46.8519262257098,,15.5,8.8,95.6274361480504,,,96.0,96.0,98.0,4.65,95.9392178524971,100.0,81.6222221138787,30.0,0.0495670022899405,0.8,74.4078117723466,5.43,2.5,22.159,71.344
UZB,2020,,46.9951888450347,,14.7,8.4,95.9578093461551,,,95.0,95.0,99.0,4.78,96.0621217832085,100.0,81.6200363828575,30.0,0.0495840009271279,,74.4584428069362,6.75,2.5,21.316,70.331
UZB,2021,,47.0975699009257,,14.0,8.0,96.289742637527,,,98.0,98.0,99.0,4.86,96.1847003549982,,81.6214463125233,,0.0495729958914012,,74.5029652064273,7.74,2.5,31.127,70.862
UZB,2022,,47.152669212435,,13.3,7.6,96.6228099580116,,,99.0,99.0,99.0,,96.3066941900978,99.0,81.6264659604551,,0.0495339994103556,,74.5411128588603,,2.5,34.418,71.674
UZB,2023,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,
IDB,1997,,,,143.608256324914,48.8663817291528,,,,1.37326993760368,46.0766501119743,51.9730087560027,,,,,,,,,,,103.06047785654,54.6270904970049
IDB,1998,,,,140.475119373647,48.1188259274147,,,,1.66140953036617,51.5531837807691,53.7852579527288,,,,,,,,,,,101.33643123556,54.8718919621609
IDB,1999,,,,137.305145566792,47.3245928060439,,,,1.99959540626613,52.4107710503019,52.1958326560228,,,,,,,,,,,100.814512996969,55.2983315418446
IDB,2000,46.8322285979598,,,133.82555771846,46.4696860540902,66.7970824935295,,,3.5626037008416,52.3642299197624,52.2115512713223,1.20651748163579,34.5251103310115,38.1653035315922,,690.0,26.617274864369,2.67920114090449,,3.16644118678588,,100.106088647576,55.7083604071395
IDB,2001,46.4766659749819,,,130.046695902955,45.524712276237,67.4326942376764,,,3.5442247810317,51.8972044238809,52.3202467729842,,35.2951717549994,,,684.0,25.90732372559,2.67284264171151,,3.0936673256506,17.9776985187804,98.1380733232242,55.9440608929352
IDB,2002,46.2206646595986,,,126.331630703493,44.6164438769102,68.0794545815699,,,13.333764051242,52.2123326448779,51.8804432943453,,36.2859684277876,,,667.0,25.2023383727816,2.68283465686071,,2.8822644403255,18.3056605938861,95.9276276526332,56.2885019243715
IDB,2003,46.0559956859556,,,122.824161879961,43.7217954139122,68.7570303090364,,,37.8006736912263,54.0784157502023,54.001380595471,,37.2889429336055,,,656.0,24.461480402043,2.56678541111586,,3.72264733869876,17.8359795836014,95.2895514902145,56.6067392655321
IDB,2004,45.808430098154,,,119.273868770566,42.7925642924819,69.4518797415162,,,37.368131200639,56.247870794945,55.6759862385842,0.928967283616351,38.2954746275927,,,650.0,23.7240655665088,2.61774525326381,,3.56522692336583,16.3610389070604,92.0042803007025,56.9323638427179
IDB,2005,45.5590427891969,,,115.904435122058,42.0257264649372,69.9365553226229,,,48.9663124051034,56.14873630436,56.2120196858856,,39.2910385870914,,,636.0,22.9891415850337,2.28397709965045,,3.680989178008,14.9103457951475,90.940512594344,56.9755628326782
IDB,2006,45.3085222143623,,,112.678898028713,41.3325401351937,70.6192630308408,,,51.0601993658878,56.6006833292968,57.6182714119138,,40.2859469064416,,,625.0,22.2552647760391,2.62634057751237,,3.79900241415399,13.8296498290493,88.7126078781211,57.7790629423361
IDB,2007,45.0572205400646,,,109.421507499306,40.7578536350953,71.3321740050977,,,55.4275032592244,55.6800964929975,55.8660602804361,,41.2921491132808,,,622.0,21.5272923852317,2.64702776579496,,3.63094086202777,13.3908964854124,87.4408369384397,58.0368741385683
IDB,2008,44.7249899574685,,,106.491460296986,40.165682162762,72.0517644044048,,,55.4323493840961,60.4767908698348,61.5042667893989,,42.3094433418933,,,625.0,20.7986193195377,2.66642946917041,,3.51585094026112,13.2896944210744,87.1655181027799,58.3351952127974
IDB,2009,44.4517357936485,,,103.845304399881,39.7151462067487,72.7659824125289,,,63.8708283533554,63.899832926451,65.3675367946436,,43.3297517948218,,,625.0,20.0672225056746,2.68375128055218,,3.43286434305696,13.30909231804,87.3531401740587,58.6751553292635
IDB,2010,44.160788261446,,,101.498428219991,39.285252612454,73.4800793807308,,,59.1239519397213,61.0553520476132,63.2331935365963,,44.3538489503547,48.9221126070013,,629.0,19.3372741909732,2.71315502108089,,3.45595952897001,13.273907885526,86.4875312608209,59.0177689602299
IDB,2011,44.0372623995134,,,99.3238433521193,38.8131400299167,74.1829861401642,,,62.2051110015863,63.4229090444399,61.3506747576001,,45.3788820016877,,41.559334281385,602.0,18.6098702531519,2.67863684236962,,3.33996542138695,13.2089388225209,85.9919879663748,59.3980039125471
IDB,2012,43.8318337757839,,,97.1673740808425,38.366905992335,74.8731003014103,,,61.2776102438452,61.1876412700577,60.6547791489023,,46.4026743523603,,42.9288318075175,607.0,17.8839244190001,2.6714732486248,,3.39270537435419,13.1775943825558,85.4199360373486,59.5944621582484
IDB,2013,43.6408915090919,,,95.0523970494566,37.8333937857677,75.5588480236258,,,61.1407202819915,61.1544326039044,62.6101993975512,,47.4276239164043,,44.3028173675208,615.0,17.1608469663587,2.62593893220001,,3.49981535008434,12.7792393981595,85.0207574040671,59.9064934397451
IDB,2014,43.5062663054203,,,93.3117628477766,37.303133592662,76.2494483149058,,,62.838446145078,62.838446145078,64.1071983852803,,48.45686599557,,45.4001084671716,627.0,16.4410859760499,2.44053104478738,,3.41687568843471,12.5245453306886,82.9399650219633,60.0777522224836
IDB,2015,43.4107424836536,,,91.5139217206352,36.7599896838809,76.9475064745113,,,62.9796661327656,62.9796661327656,64.51308427355,,49.4908192352599,,46.2123149561908,608.0,15.7254751269007,2.34904494634849,,3.49654863190258,12.2445708168981,78.9598557454334,60.3157922471837
IDB,2016,43.3233748442931,,,89.7393588583624,36.250988361715,77.649766859614,,,68.4461053143565,68.4461053143565,66.6536617918031,,50.5253368107013,,47.4378935966043,619.0,15.0166527176399,2.4868216136823,,3.55486391581078,12.2838158415128,75.1623630725353,60.5245602631319
IDB,2017,43.2583819742484,,,87.9012533099272,35.6770573449195,78.3657856953018,,,68.2856418850564,68.2856418850564,68.2675498400942,,51.5673020536232,,48.7094749506126,614.0,14.3148823042216,2.39487981693676,,3.62107710399295,12.4442947084364,72.5106932345221,60.8446699300444
IDB,2018,43.2563911279268,,,85.676644618126,35.0336451906385,79.0889503577492,,,73.0908649579279,73.0908649579279,70.3490119813239,,52.6132545631828,,51.7291150335218,620.0,13.6174396095964,2.35598470508924,,3.28806911030285,12.7082031331473,70.8509077049268,61.0543393432782
IDB,2019,43.3120698928665,,,83.5358720274858,34.4237534412744,79.8226896386639,,,76.7004202801325,76.7003360199645,71.9149961649493,,53.6790748167949,62.5119761089324,52.8909233825121,616.0,12.9197285083066,2.3143100747524,,3.29638845912369,14.2098701035075,68.9324155060742,61.3192585699951
IDB,2020,,,,81.2334204799885,33.6955111369985,80.5639084208063,,,73.5866318930988,73.5865064980055,73.4522439740675,,54.7637352715638,,54.1164303500637,578.0,12.2225415856099,,,3.6331311603935,16.1380578710053,66.9180732259151,61.0047440710329
IDB,2021,,,,79.0099272923083,33.0841489407223,81.3119795689952,,,75.2331502104139,75.2326081629758,72.9685181181856,,55.860458136187,,55.424560802647,,11.5258786259197,,,3.9877961235189,18.4489445397682,66.6827518613951,60.6823888070765
IDB,2022,,,,76.7050109365115,32.50523992783,82.156923066343,,,76.1824067789914,76.1824067789914,73.6113389991431,,57.325110754574,,56.592466274932,,10.8807515958215,,,,19.7915625551654,65.7666224383297,61.2894334441231
IDB,2023,,,,,,,,,76.6328283619781,76.6328283619781,74.8427891519123,,,,,,,,,,,,
ROU,1997,,49.870322341608,0.1,25.7,12.4,,0.04,,99.0,97.0,97.0,7.3800001144,,98.3,,,,,,,,41.398,69.0048780487805
ROU,1998,,50.093574547723,0.1,24.6,11.8,,0.05,,99.0,97.0,97.0,7.3099999428,,99.0,,,,,,,,41.309,69.8073170731708
ROU,1999,,50.2384737678855,0.1,23.0,11.0,,0.05,,99.0,97.0,98.0,7.3099999428,,98.0,,,,,,,,40.874,70.5121951219512
ROU,2000,23.4,50.3396739130435,0.1,21.5,10.2,100.0,0.05,,98.0,99.0,98.0,7.88,,99.0,,50.0,,4.4,,4.21,,39.155,71.1634146341463
ROU,2001,23.1,50.3313766332134,0.1,20.5,9.7,99.9999992831776,0.06,,98.0,99.0,98.0,7.95,74.4402807699076,99.0,,48.0,0.0,4.6,46.916788684685,4.38,2.5,35.401,71.1609756097561
ROU,2002,22.9,50.2502345949327,0.1,20.2,9.5,99.9999965363618,0.06,,99.0,98.0,98.0,7.72,74.4128538593218,99.1,,47.0,0.0,4.3,46.8950423401577,4.58,2.5,32.921,71.009756097561
ROU,2003,22.7,50.1040582726327,0.1,20.0,9.4,99.9999969086513,0.06,,98.0,97.0,97.0,6.83,74.4631358424552,99.2,,48.0,0.0,4.2,46.9349101110052,5.37,2.5,34.367,71.309756097561
ROU,2004,22.5,49.9338040600177,0.1,19.3,9.0,100.0,0.07,,99.0,97.0,97.0,6.86,74.5130392113336,98.9,,46.0,0.0,4.0,48.0651754318356,5.48,2.5,35.638,71.5609756097561
ROU,2005,22.3,49.7219025700038,0.1,18.1,8.4,99.9999984443348,0.07,,98.0,97.0,97.0,6.95,74.5629379423994,98.1,,37.0,0.0,3.6,49.2439340186457,5.53,2.5,37.648,71.9121951219512
ROU,2006,22.2,49.4576446280992,0.1,16.7,7.7,99.999997085641,0.07,,99.0,97.0,95.0,6.96,75.4525112455792,98.2,,31.0,0.0,3.2,51.1680817784318,5.07,2.5,39.661,72.1634146341463
ROU,2007,22.2,49.1186279180562,0.1,15.2,6.9,100.0,0.07,,99.0,96.0,97.0,6.79,76.3391243604482,98.8,,26.0,0.0,2.8,53.1384397066133,5.02,2.5,41.451,72.5658536585366
ROU,2008,22.1,48.6597783767595,0.1,13.9,6.2,99.9999990896957,0.07,,97.0,96.0,96.0,6.86,77.2227663920494,99.4,,23.0,0.0,2.8,55.1794021412967,5.02,2.5,46.735,72.5658536585366
ROU,2009,22.1,48.1640541120893,0.1,13.0,5.7,100.0,0.07,,95.0,95.0,96.0,6.95,78.1034467293621,99.5,,21.0,0.0,2.7,57.2922299196293,5.28,2.5,47.323,73.309756097561
ROU,2010,22.1,47.5763016157989,0.1,12.4,5.4,99.9999996926513,0.07,,98.0,94.0,95.0,6.63,78.9811608593787,99.5,,22.0,0.0,2.6,59.4781745310074,5.64,2.5,41.3,73.4585365853659
ROU,2011,22.1,46.9193365749684,0.1,11.8,5.2,100.0,0.07,,96.0,89.0,93.0,6.48,79.8559099064169,99.4,,19.0,0.0,2.6,61.7384946283237,4.48,2.5,37.223,74.409756097561
ROU,2012,22.1,46.0724880691345,0.1,11.2,5.1,100.0,0.07,,96.0,91.0,94.0,6.57,80.6923947824364,99.5,,18.0,0.0,2.3,64.0428921277771,4.51,2.5,37.161,74.4121951219512
ROU,2013,22.1,44.9081907626747,0.1,10.6,4.9,99.9999994938716,0.07,,96.0,92.0,92.0,6.65,81.5137517175071,96.6,,17.0,0.0,2.2,66.4123804441597,5.22,2.5,34.895,75.0634146341463
ROU,2014,22.1,43.7171815850531,0.1,9.9,4.6,99.9999996874349,0.07,,94.0,94.0,89.0,6.68,82.3359467841307,95.4,,15.0,0.0,2.0,68.8624449574607,5.03,2.5,36.278,74.909756097561
ROU,2015,22.0,42.8333729498455,0.1,9.2,4.3,100.0,0.07,,90.0,89.0,86.0,6.76,83.1654067807115,94.3,,15.0,0.0,2.0,71.4004426124562,4.94,2.5,36.49,74.9121951219512
ROU,2016,22.1,42.1077012159815,0.1,8.5,3.9,100.0,0.07,,90.0,89.0,86.0,6.81,84.0018284419246,95.0,,16.0,0.0,1.9,74.0277029059581,5.08,2.5,37.585,75.209756097561
ROU,2017,22.1,41.4245336348219,0.1,7.9,3.6,100.0,0.06,,92.0,82.0,86.0,6.85,84.8435939306227,93.5,,13.0,0.0,2.0,76.7442952072251,5.19,2.5,38.16,75.209756097561
ROU,2018,22.3,40.700957865013,0.1,7.3,3.3,100.0,0.06,,93.0,86.0,90.0,6.92,85.6906200119311,93.1,,11.0,0.0,1.8,79.5516949204927,5.52,2.5,36.909,75.3585365853659
ROU,2019,22.7,39.9652758938744,0.1,6.8,3.2,99.9999996798846,0.06,,90.0,88.0,90.0,7.0,86.5415830093919,91.5,,10.0,0.0,1.9,82.1100272277294,5.71,2.5,35.21,75.6073170731707
ROU,2020,,39.2417213245881,0.1,6.5,3.1,100.0,0.06,,87.0,87.0,87.0,7.06,87.3956674976054,93.0,,10.0,0.0,,84.5194454132442,6.23,2.5,34.155,74.2536585365854
ROU,2021,,38.4409026353164,0.1,6.5,3.1,99.9999977769296,0.06,,86.0,86.0,86.0,,88.2522562314383,,,,0.0,,86.9743683473385,6.48,2.5,33.234,72.809756097561
ROU,2022,,37.7756898427455,0.1,6.8,3.3,99.9999979732841,0.05,,85.0,85.0,83.0,,88.2842294269223,,,,0.0,,87.5768749262623,,2.5,33.514,75.3048780487805
ROU,2023,,,,,,,,,78.0,78.0,78.0,,,,,,,,,,,,
EAS,1997,,,,45.9,22.7,,,,18.5481688857651,81.524939879489,82.4469797566533,3.71077931966665,,,,,,,,,,19.8600694253643,70.5754001616502
EAS,1998,,,,43.9,21.8,,,,20.4169282247519,81.7894723241691,82.8859492727775,3.38591868806352,,,,,,,,,,18.2878017404042,70.9595752411555
EAS,1999,,,,42.0,21.0,,,,21.1879864464852,82.5558178601782,83.7206703262808,3.70034224492673,,,,,,,,,,18.6594998211644,71.1564174399144
EAS,2000,24.3484796711427,,,39.8,20.2,80.2967138414243,,,50.3142860259759,83.3021877040891,83.6294349614026,2.47781107682278,60.7479728819456,85.2659920792675,,121.0,7.27053100989002,1.33976444318395,26.5587243127192,6.10196017807336,,18.5683135918727,71.5435259467311
EAS,2001,23.5117552938766,,,37.7,19.2,80.736364623609,,,56.0813849781392,84.2141499936152,84.3257488205071,2.47691706619699,61.557962949374,,,117.0,7.03635762914233,1.3907794690373,27.0318586405278,6.1345541148008,12.2520082397634,18.3310642317834,72.1034922611085
EAS,2002,22.8213923963493,,,35.7,18.1,82.0823471810055,,,58.621365852062,82.5561940920282,83.9136716335577,2.58491586162652,63.3862979387109,,,115.0,6.65026674319246,1.37678198089324,27.7582903097158,6.10146523253891,11.7148649965911,17.8622930521013,72.440794897004
EAS,2003,22.1945837115901,,,32.8,16.8,83.0052125068145,,,66.4759407118586,84.4472826073317,84.5773273454907,2.47217316579035,65.0505930343855,,,105.0,6.33432964031303,1.43966454271637,29.2396377542803,6.20015526682176,10.9692874286759,17.6707767243047,72.8562085182419
EAS,2004,21.6350360176868,,,31.6,15.8,83.9060541954607,,,70.8532258041691,85.3180057372518,86.3754428128316,2.49060339569066,66.6990122340513,,,110.0,6.02044784834784,1.49911822885314,30.7811126128687,6.17770432829677,10.3462121987659,16.7696796889179,72.9535250359436
EAS,2005,21.0185450154079,,,28.8,14.8,84.7843652933569,,,74.6765103758049,85.4389001331982,86.4146140906657,2.52390553067303,68.3331982090094,,,106.0,5.71083248517761,1.4871157814959,32.4045726559128,6.1329132780605,9.65389661768226,17.0464016540158,73.4312728198041
EAS,2006,20.4239191282187,,,27.1,13.9,85.6343663079225,,,82.21061149575,88.9388673146803,90.1613588901363,2.59209989855607,69.9445808069828,,,100.0,5.40827160001038,1.47652648773704,34.0904139865914,5.93780367221752,8.87297920110894,18.4790984829981,73.7841091003782
EAS,2007,19.8299588228698,,,25.5,13.0,86.4624668233741,,,83.9812494303655,88.9479721954388,89.6471035769219,2.63544037476473,71.5690548660824,,,96.0,5.11031012005624,1.46307064756289,35.8743325130013,5.7287008243661,7.96993156835725,19.3479927114869,74.0273710660763
EAS,2008,19.3463360454091,,,25.0,12.2,87.2703600244905,,,87.8374681295032,91.9335500954488,91.7341776682901,2.7462412727802,73.1779922077363,,,94.0,4.8149500189311,1.58235703562252,37.7135705985336,5.88764558942963,7.04873284547403,20.9814801531091,73.9982649606599
EAS,2009,18.8518735722512,,,22.6,11.5,88.0539281131411,,,90.8181055643358,93.7003545877948,92.9338610604386,2.84329291921193,74.765062412026,,,87.0,4.52240029716304,1.50397935509195,39.6035246684902,6.38994701511216,6.14742842426647,22.1622715359794,74.5244268119366
EAS,2010,18.4387037448727,,,21.5,10.8,88.8134895524523,,,90.7784545387359,93.9851582100013,93.6136393306057,3.08400522637538,76.333096182733,92.3938635679682,,84.0,4.2337338403013,1.50163410896445,41.5546262595809,6.26806293027399,5.62303403906763,22.9961631866846,74.7255325654349
EAS,2011,18.1907446523254,,,20.4,10.2,89.5411445022939,,,89.5926424003951,94.1106052353254,93.7621536466837,3.10964582337951,77.8715770032713,,,86.0,3.95022932274597,1.49521279982301,43.5583327167715,6.6976722066194,5.29230882515032,23.2008270815054,74.9616448679129
EAS,2012,18.0494501365453,,,19.2,9.6,90.2447114188126,,,90.9954327351906,95.1089705464889,93.8319309313417,3.47445767271114,79.3901678084936,,,77.0,3.6680706191888,1.49036167779912,45.6126377104499,6.75644846715357,5.03458221450976,23.7671446730141,75.2190990639431
EAS,2013,18.0797755240715,,,18.3,9.2,90.9273104793604,,,90.3683140147359,93.4386339446754,94.7335015931204,3.53991444638418,80.8923366469524,,,75.0,3.38997719771983,1.42503075455424,47.7207622421504,6.51600022076471,4.78742812136604,23.4088018684451,75.4674882849853
EAS,2014,18.1648431641405,,,17.4,8.7,91.5908649630931,,,91.5287897602116,94.5453587787018,94.5547522732977,3.71358924873629,82.3808723555158,,,71.0,3.11447124521236,1.40682661047963,49.8910306495792,6.51436809815351,4.65896437050804,23.0386449605679,75.7193152200331
EAS,2015,18.3492184594303,,,16.8,8.3,92.2338620201926,,,90.8047203959711,93.7675342743089,94.4260641198672,3.84559167586987,83.853901258038,,,73.0,2.84201088044,1.4035493429242,52.1130747257356,6.50054131795776,4.47420889610747,21.947533416518,75.9365967944783
EAS,2016,18.6174470697618,,,16.0,7.9,92.8576407575245,,,91.4689474147526,94.5333744222956,94.8117343785624,3.99388949938787,85.3118748528499,,,70.0,2.57280038724439,1.34120641210639,54.383004673813,6.58082167349551,4.31400597858418,20.9930225790164,76.1259565165813
EAS,2017,18.8311655198577,,,15.3,7.5,93.4585843399763,,,91.3358814781348,94.4779510536348,94.8683079773254,4.20065249365366,86.7525298688292,,91.4826984412792,69.0,2.33431839229069,1.33481631048245,56.6975690785069,6.54031215090745,4.14432763477145,19.8566033552523,76.2011424337729
EAS,2018,19.0775251706222,,,15.2,7.6,94.0507014812927,,,90.5779923873182,93.5859887910655,95.0898755956164,4.4105904194269,88.1753466998019,,91.5548901023998,70.0,2.0692753159976,1.27212482047852,59.0453205650345,6.55661658936978,4.03128429942649,18.2119285322282,76.5829004467556
EAS,2019,19.4002267352543,,,14.9,7.4,94.6221336981786,,,93.8652512869474,94.0037356055176,94.4053793623347,4.56421809268166,89.5755396594207,95.3851987133364,91.621900170431,68.0,1.81104384801509,1.26578220839782,61.4222695969831,6.72978910988274,3.54716077305706,17.2613936526674,76.7873101376072
EAS,2020,,,,15.0,7.5,95.1546740420939,,,92.0884174361871,92.3572658751335,92.2041417580395,4.71542794107052,90.9430631986434,,91.7034340923435,74.0,1.56450804139527,,62.4375829269841,6.95030827528861,3.56425116430785,15.8789411190156,76.7488995392737
EAS,2021,,,,14.9,7.5,95.816412256391,,,85.6945622329751,85.967260698375,87.6028390706692,,92.2906551681166,,91.8009999423363,,1.3242842848618,,63.4183241762557,6.76146529839215,3.64412200949764,15.1972253398073,76.3821728663599
EAS,2022,,,,14.5,7.3,96.5397900651903,,,91.6504956407373,91.9412798982402,92.4129183476512,,93.5295619863087,,91.9843000419115,,1.10251929571234,,64.3651925381575,,3.71097902350997,14.8003427443335,76.8908803193648
EAS,2023,,,,,,,,,87.9665720547032,88.2480029699967,88.439405985342,,,,,,,,,,,,
URY,1997,,30.6850084222347,0.2,19.3,9.1,,0.28,,,91.0,92.0,,,98.4,,,,,,,,66.115,74.298
URY,1998,,31.0574948665298,0.2,18.4,8.8,,0.29,,,91.0,96.0,,,99.0,,,,,,,,65.01,74.527
URY,1999,,31.4076868663051,0.2,17.6,8.5,,0.31,,93.0,93.0,99.0,,,99.8,,,,,,,,68.499,74.769
URY,2000,13.4,31.8023508924684,0.3,17.0,8.4,96.979327450984,0.32,,92.0,90.0,89.0,,93.3770953283097,99.7,,27.0,1.53298457569464,0.8,,9.21095848,,67.08,75.025
URY,2001,13.5,32.2574137583216,0.3,16.5,8.3,97.0455793320333,0.34,,94.0,94.0,94.0,,93.4011322152826,99.6,,24.0,1.52401574992088,0.5,,9.79864407,3.2,66.866,75.285
URY,2002,13.7,32.713963963964,0.3,16.2,8.2,97.1141025553808,0.35,,95.0,95.0,95.0,,93.4243827568231,99.7,,22.0,1.51534067426814,0.3,,9.68134308,2.9,65.52,75.54
URY,2003,14.0,33.1348511383538,0.3,15.8,8.0,97.1809653076757,0.36,,91.0,91.0,95.0,1.8999999762,93.4470221342464,99.7,,22.0,1.50689382026181,0.4,,9.61753464,2.9,61.616,75.785
URY,2004,14.2,33.5244022273174,0.3,15.2,7.7,97.2456872380091,0.38,,94.0,94.0,95.0,,93.4688785833992,99.5,,21.0,1.49874055461639,0.4,,8.30145359,2.8,59.756,76.007
URY,2005,14.2,33.7738168408113,0.4,14.4,7.2,97.457299940853,0.39,,96.0,96.0,95.0,1.04,93.6116301967088,99.9,,20.0,1.40915348206754,0.4,,7.75686073,2.7,60.259,76.194
URY,2006,14.3,33.9535554593971,0.4,13.6,6.6,97.6603940754754,0.4,,95.0,95.0,94.0,0.99,93.9238054748759,99.9,,20.0,1.32092813192853,0.4,,7.74287462,2.5,59.998,76.362
URY,2007,14.0,34.0785907859079,0.4,12.7,6.0,97.8550725077812,0.4,,94.0,94.0,96.0,0.98,94.2330818313246,98.6,,19.0,1.23403913631788,0.4,,7.49349833,2.5,59.798,76.498
URY,2008,13.8,34.1594276954522,0.4,11.9,5.4,98.0418784087256,0.41,,94.0,94.0,95.0,0.95,94.5396596656121,99.6,,19.0,1.148405330854,0.5,,8.12533188,2.5,59.706,76.623
URY,2009,13.6,34.2047930283224,0.4,11.3,5.1,98.2209436100955,0.42,,95.0,95.0,94.0,1.1,94.8435866239636,99.7,,18.0,1.06399633481004,0.2,,7.9498806,2.5,59.576,76.738
URY,2010,13.3,34.2126390641129,0.5,10.8,4.9,98.3929293447382,0.42,,95.0,95.0,95.0,2.58,95.1450993148589,99.8,,18.0,0.980717837913341,0.5,,7.91117048,2.5,59.538,76.858
URY,2011,13.1,34.1587922233084,0.5,10.3,4.8,98.5579482470455,0.43,,95.0,95.0,95.0,2.55,95.4442372194476,99.5,,17.0,0.898541969133874,0.5,,7.94897985,2.5,59.107,76.983
URY,2012,13.2,34.1097308488613,0.5,10.0,4.9,98.7083810648102,0.43,,95.0,95.0,96.0,2.52,95.7386107960273,99.9,,17.0,0.818265175607356,0.9,,8.06757545,2.5,60.353,77.111
URY,2013,13.4,34.0691830097566,0.5,9.7,5.0,98.8525781207321,0.44,,94.0,94.0,96.0,2.51,96.0310782362742,98.2,,17.0,0.738852264893301,0.5,,8.11897373,2.5,60.544,77.24
URY,2014,13.5,33.9874778058125,0.5,9.3,5.0,98.9935587469069,0.44,,95.0,95.0,96.0,2.47,96.3226403425683,99.9,,17.0,0.659959923870832,0.5,,8.07319641,2.5,58.229,77.366
URY,2015,13.8,33.9346010307446,0.5,8.9,5.0,99.1313996037366,0.44,,95.0,95.0,96.0,2.45,96.6133171098745,99.9,,17.0,0.581573610228744,0.5,,8.29225731,2.5,55.906,77.483
URY,2016,14.0,33.9497794367153,0.6,8.5,4.9,99.2662515756008,0.44,,95.0,95.0,95.0,2.49,96.9031514964805,100.0,,17.0,0.503675207660029,0.5,,8.67535782,2.5,50.844,77.571
URY,2017,14.4,33.9723801787165,0.6,8.0,4.9,99.3980706091476,0.45,,93.0,93.0,96.0,2.44,97.1921513915642,100.0,,16.0,0.426259756253402,0.4,,8.82179642,2.5,44.28,77.625
URY,2018,14.7,34.0624270257648,0.6,7.7,4.8,99.4785987119326,0.45,,91.0,91.0,97.0,2.49,97.4803556936285,100.0,,18.0,0.349306722759045,0.5,,9.01452351,2.5,37.762,77.611
URY,2019,15.0,34.2046303211352,0.6,7.3,4.8,99.4872379896577,0.45,,94.0,94.0,96.0,2.47,97.7678001669948,100.0,,20.0,0.27654358325958,0.5,,9.39027691,2.5,33.065,77.508
URY,2020,,34.3886854763443,0.6,7.0,4.7,99.4957570735158,0.45,,92.0,92.0,95.0,2.49,98.054528854659,100.0,,19.0,0.21419510799371,,,9.13688469,2.5,29.59,78.43
URY,2021,,34.5435684647303,0.6,6.8,4.5,99.504241877115,0.45,,91.0,91.0,93.0,2.48,98.3258818644979,,,,0.151728369890553,,,9.3592062,2.5,27.356,75.436
