ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
CAF,2007,,10.0,,72.74044,,55.57831,49.5757904052734,,,,,,,,,99.7073211669922,97.9703598022461,98.9006195068359,99.0453872680664,21.28217,1.31332004070282
CAF,2008,,10.0,,90.74563,5827.0,64.14315,41.3278884887695,,,,,,,,,,95.5449523925781,96.7109069824219,97.7280731201172,17.48191,1.29000997543335
CAF,2009,,10.0,,91.90225,6427.0,64.27065,41.0668296813965,,,,62.5464897155762,,,,,91.2462997436523,86.0825576782227,,,22.71604,1.25458002090454
CAF,2010,36.7526092529297,10.0,,97.83849,7553.0,,39.1367111206055,,,,,,,,,99.2725372314453,99.1238098144531,95.8329772949219,98.8749618530273,20.47402,1.11760997772217
CAF,2011,,10.0,,88.04973,7974.0,64.17063,41.7481117248535,,,,60.0238418579102,,,,,,,,,27.29113,1.10792005062103
CAF,2012,,10.0,,89.55636,8267.0,,39.6319999694824,,,,60.427188873291,,,,,,,,,,1.98034727573395
CAF,2013,,10.0,,,,,,,,,,,,,,,,,,,2.6382143497467
CAF,2014,,10.0,,,,,,,,,,,,,,,,,,,2.22015333175659
CAF,2015,,10.0,,,,,,,,,,,,,,,,,,,1.91022861003876
CAF,2016,,10.0,,128.08882,9756.0,,,,,,,,,,,,,,,,1.75408899784088
CAF,2017,,10.0,,,11334.0,,15.1403532028198,,,,56.9655303955078,,,,,,,,,,1.75365018844604
CAF,2018,37.0,10.0,,,,,,,,,,,,,,,,,,,1.56587600708008
CAF,2019,42.4427909851074,10.0,30.8433303833008,,,,,12.5487499237061,,5.61245012283325,,1.81203997135162,,,,,,,,,1.76792073249817
CAF,2020,37.4900016784668,10.0,,,,,,,,,,,,,,,,,,,2.14468050003052
CAF,2021,,10.0,,,,,,,,,,,,,,,,,,,1.87251687049866
CAF,2022,,10.0,,,,,,,,,,,,,,,,,,,2.11509132385254
CAF,2023,,10.0,,,,,,,,,,,,,,,,,,,
COM,1997,,6.0,,,,,,,,,,,,,,,,,,,
COM,1998,,6.0,,,,,,,,,,,,,,98.4767684936523,89.0610198974609,100.0,93.9925231933594,3.31705,2.20135998725891
COM,1999,,6.0,,84.73224,2381.0,61.04319,42.0299606323242,,,,,,,,,,,,,,
COM,2000,68.0,6.0,,,2536.0,67.49473,35.990909576416,,,,,,,,,,,,,,
COM,2001,,6.0,,,,,,,,,,,,,,,,,,,
COM,2002,,6.0,,102.21255,2660.0,,,,,,,,,,,44.0744285583496,86.4837188720703,,,7.66893,2.25841999053955
COM,2003,,6.0,,100.69951,2908.0,,,,,,,,,,,,,,,,
COM,2004,,6.0,,90.92311,2967.0,,,,,,,,,,,,,,,,
COM,2005,,6.0,,,,,,,,,,,,,,,,,,,
COM,2006,,6.0,,,,,,,,,,,,,,,,,,,
COM,2007,,6.0,,91.08575,,79.17413,26.2573204040527,,,,,,,,,,,,,,
COM,2008,,6.0,,87.84166,3685.0,,,,,,,,,,,,,,,14.60796,4.42264986038208
COM,2009,,6.0,,,,,,,,,,,,,,,,,,,
COM,2010,,6.0,,,,,,,,,,,,,,,,,,,
COM,2011,,6.0,,133.62864,4201.0,,,,,,,,,,,100.0,100.0,,,8.97309,2.8304500579834
COM,2012,49.1961402893066,6.0,,,,,,,,,,,,,,100.0,100.0,,,8.20401,2.74783992767334
COM,2013,,6.0,,99.07654,4322.0,86.71476,8.5920352935791,,,,28.3262062072754,,,,,,,,,9.742,2.3827600479126
COM,2014,,6.0,24.4256782531738,98.92484,4155.0,82.7174,8.66450881958008,15.6832733154297,9.67747402191162,11.3353881835938,28.7781295776367,5.74592638015747,0.225741267204285,2.27599906921387,5.74592638015747,,,,,7.74071,2.74472999572754
COM,2015,,6.0,,,,,,,,,,,,,,99.9987411499023,99.998779296875,99.9998931884766,99.9988708496094,10.41168,2.5450599193573
COM,2016,,6.0,,,,,,,,,,,,,,,,,,,
COM,2017,,6.0,,88.45568,6429.0,84.18473,9.35986709594727,,,,25.7808952331543,,,,,,,,,,
COM,2018,,6.0,,98.49074,4428.0,81.73896,12.6440420150757,,,,12.8988151550293,,,,,,,,,,
COM,2019,,6.0,,,,,,,,,,,,,,,,,,,
COM,2020,,6.0,,,,,,,,,,,,,,,,,,,2.37805080413818
COM,2021,,6.0,37.6526031494141,,4707.0,,26.8825588226318,24.8767967224121,16.4953727722168,18.9193954467773,39.4160575866699,3.31192517280579,0.176624059677124,1.94764637947083,12.6984033584595,,,,,,2.27485394477844
COM,2022,61.7099990844727,6.0,47.029109954834,,,,,31.6201496124268,,22.7917194366455,,14.056170463562,,,,,,,,,2.43164420127869
COM,2023,,6.0,,,4322.0,,22.2174949645996,,,,33.3464126586914,,,,,,,,,,
CMR,1997,,,,,39384.0,,,,,,,,,,,,,,,,
CMR,1998,,6.0,,,39084.0,,,,,,,,,,,,,,,,
CMR,1999,,6.0,,73.21905,41142.0,,,,,,,,,,,,,,,,
CMR,2000,68.0,6.0,,75.59714,,,,,,,,,,,,,,,,,1.70284998416901
CMR,2001,,6.0,,116.23677,42873.0,,,,,,,,,,,,,,,,2.29733991622925
CMR,2002,,6.0,,100.39259,45089.0,,,,,,,,,,,,,,,,
CMR,2003,,6.0,,92.62573,49042.0,,,,,,,,,,,,,,,,2.82259011268616
CMR,2004,,6.0,,94.97974,55266.0,,,,,,,,,,,,,,,10.3624,2.79530000686646
CMR,2005,,6.0,,97.36381,62280.0,,,,,,,,,,,,,,,12.64325,2.65651988983154
CMR,2006,,6.0,,99.48749,67081.0,,,,,,,,,,,,,,,10.49811,2.53991007804871
CMR,2007,71.0,6.0,24.8299999237061,102.84911,70230.0,,,23.8600006103516,1.94000005722046,,,,,,1.24000000953674,,,,,10.61487,2.87815999984741
CMR,2008,,6.0,,109.20733,69544.0,84.41215,14.0224800109863,,,,,,,,,78.4054718017578,90.0419464111328,76.4339904785156,84.9149017333984,8.85137,2.49827003479004
CMR,2009,,6.0,,115.2698,72344.0,87.01492,11.3203201293945,,,,,,,,,68.5404205322266,87.3091735839844,100.0,81.6774673461914,8.62576,2.90790009498596
CMR,2010,71.0,6.0,36.310001373291,120.01887,76655.0,,,36.2299995422363,13.5100002288818,18.1700000762939,,,,,1.44000005722046,87.5420379638672,87.8115921020508,69.7298278808594,86.642936706543,9.04275,2.84803009033203
CMR,2011,,6.0,,120.12583,78903.0,88.72421,9.95547008514404,,,,,,,,,91.2193069458008,94.671501159668,86.3168716430664,92.245002746582,15.09368,2.65336990356445
CMR,2012,,6.0,,123.49736,84467.0,94.0902,5.79732990264893,,,,37.3264617919922,,,,,85.2550888061523,97.0931930541992,100.0,,7.76979,2.60306000709534
CMR,2013,,6.0,,,,,,,,,,,,,,88.5636672973633,,63.2278709411621,86.3893127441406,10.20724,2.6554799079895
CMR,2014,,6.0,72.4277801513672,126.42956,93738.0,94.763,5.16027021408081,40.3716506958008,9.16303062438965,21.1658706665039,35.757080078125,5.79577016830444,0.164780393242836,2.49552035331726,7.14361524581909,,,,,,2.58396005630493
CMR,2015,,6.0,,130.40899,105388.0,95.19802,4.7678599357605,,,,34.8476104736328,,,,,,,,,,2.65791988372803
CMR,2016,,6.0,,129.5682,104860.0,94.493,5.0059700012207,,,,36.1534690856934,,,,,,,,,,2.56234002113342
CMR,2017,,6.0,,125.93223,97984.0,92.87395,6.68005990982056,,,,44.8934288024902,,,,,,,,,,3.05962991714478
CMR,2018,72.5471267700195,6.0,60.223518371582,116.76714,93723.0,,,30.3271598815918,,14.257869720459,48.8523750305176,6.42238998413086,,,,,,,,,3.03096008300781
CMR,2019,,6.0,,,96546.0,,8.58580017089844,,,,,,,,,,,,,,3.04739952087402
CMR,2020,78.2300033569336,6.0,,,100347.0,,4.52497863769531,,,,48.4030876159668,,,,,,,,,,3.10390138626099
CMR,2021,,6.0,,,105989.0,,4.41173982620239,,,,48.3903503417969,,,,,,,,,,2.82764077186584
CMR,2022,,6.0,,,114142.0,,3.93249988555908,,,,47.2107582092285,,,,,,,,,,2.61768436431885
CMR,2023,,6.0,,,,,3.70860004425049,,,,47.6597290039062,,,,,,,,,,
TZA,1997,,,,76.19464,109936.0,49.9158,50.3041000366211,,,,,,,,,,,,,,1.69306004047394
TZA,1998,,7.0,,70.32079,106329.0,49.44674,50.6479110717773,,,,,,,,,,,,,,1.49838995933533
TZA,1999,,7.0,,73.39897,104006.0,49.91991,49.9125785827637,,,,,,,,,,,,,,
TZA,2000,,7.0,,87.96341,,53.56517,46.338508605957,,,,,,,,,,,,,,
TZA,2001,,7.0,,109.17923,106142.0,58.15997,41.5839195251465,,,,,,,,,,,,,,
TZA,2002,69.0,7.0,48.8699989318848,154.39245,112860.0,73.12778,26.102819442749,5.98999977111816,,1.62000000476837,,,,,0.930000007152557,,,,,,
TZA,2003,,7.0,,,115340.0,81.66678,17.3136196136475,,,,,,,,,,,,,,
TZA,2004,,7.0,,113.98797,121548.0,86.22288,12.9225101470947,,,,,,,,,,,,,18.6881,3.56244993209839
TZA,2005,,7.0,,109.60506,135013.0,90.97495,8.52056980133057,,,,,,,,,,,,,21.67976,3.54747009277344
TZA,2006,,7.0,,105.32546,151882.0,96.90329,3.26280999183655,,,,,,,,,,,,,24.23784,3.00991988182068
TZA,2007,,7.0,,108.10193,156664.0,,,,,,,,,,,,,,,25.82277,4.03342008590698
TZA,2008,,7.0,,,164668.0,99.0978,2.12137007713318,,,,,,,,,,,,,29.85023,4.18591022491455
TZA,2009,,7.0,,100.17669,157185.0,,,,,,,,,,,,,,,33.77568,3.96076011657715
TZA,2010,67.8006973266602,7.0,57.1754493713379,96.08562,165856.0,92.61676,8.16055965423584,11.6996755599976,1.08144783973694,2.04563689231873,,0.481108099222183,0.0,0.103473044931889,0.481108099222183,,,,,28.29679,4.54169988632202
TZA,2011,,7.0,,,180987.0,,9.11319160461426,,,,,,,,,,,,,,4.57789897918701
TZA,2012,78.0,7.0,64.7900009155273,83.92576,180987.0,87.50078,12.4096984863281,11.0299997329712,2.55999994277954,3.40000009536743,57.7205467224121,1.07453584671021,0.0,0.245774134993553,1.92999994754791,,,,,,4.22964286804199
TZA,2013,,7.0,,90.69864,189487.0,85.00963,15.6333837509155,,,,58.5064163208008,,,,,,,,,,4.63769435882568
TZA,2014,,7.0,60.5052337646484,99.87462,190957.0,83.32041,17.454309463501,16.9509010314941,1.87994623184204,3.02786874771118,,1.09650886058807,,0.344092577695847,,,,,,21.39933,4.34605741500854
TZA,2015,78.0,7.0,61.4973907470703,,197420.0,,19.9182090759277,11.7932395935059,,5.27380990982056,,1.6764999628067,,,,,,,,,4.19486570358276
TZA,2016,,7.0,,122.53721,206829.0,84.56048,16.7174892425537,,,,72.155158996582,,,,,,,,,,4.10196733474731
TZA,2017,,7.0,,115.97512,197563.0,84.56329,16.9483604431152,,,,54.0776481628418,,,,,,,,,,4.40038347244263
TZA,2018,,7.0,63.8002510070801,109.14532,199705.0,82.35094,19.2357482910156,11.4890699386597,,4.05194997787476,52.1720085144043,1.41936004161835,,,,,,,,,3.96343588829041
TZA,2019,,7.0,,,196437.0,,16.8544597625732,,,,50.5119438171387,,,,,,,,,,3.59683632850647
TZA,2020,,7.0,3.04347705841064,,194736.0,,15.7628345489502,3.03198599815369,2.64258527755737,3.03198599815369,,1.57470774650574,0.0,0.0,2.45767259597778,,,,,,3.23097252845764
TZA,2021,,7.0,,,197919.0,,14.9798669815063,,,,50.5047149658203,,,,,,,,,,3.11515331268311
TZA,2022,82.0199966430664,7.0,67.1932373046875,,201672.0,,15.2629585266113,15.1482696533203,,6.54216003417969,,2.31976008415222,,,,,,,,,3.23824501037598
TZA,2023,,7.0,,,207323.0,,16.3821773529053,,,,50.8828887939453,,,,,,,,,,3.26015281677246
TUN,1997,,,,97.63392,60101.0,94.13777,8.17716979980469,,,,,,,,,,,,,18.28724,6.67902994155884
TUN,1998,,,,98.38538,60220.0,,,,,,,,,,,,,,,,
TUN,1999,,,,102.65126,60470.0,94.14118,7.28817987442017,,,,,,,,,98.6417694091797,83.5999984741211,73.6412963867188,87.1838073730469,21.53278,6.27098989486694
TUN,2000,,,,104.27362,60912.0,95.23478,6.63744020462036,,,,,,,,,98.2849273681641,81.5340728759766,74.1462173461914,85.5146789550781,21.65496,6.20196008682251
TUN,2001,,,,104.86765,60541.0,97.08488,5.86457014083862,,,,,,,,,,,75.2304077148438,86.3920364379883,22.05146,6.20184993743896
TUN,2002,,9.0,,101.94966,60556.0,99.27495,3.95015001296997,,,,,,,,,98.722038269043,87.5739593505859,75.1152114868164,88.3989486694336,22.78215,5.79006004333496
TUN,2003,,9.0,,93.54861,59297.0,98.96718,3.59656000137329,,,,,,,,,,,,,24.41378,6.81675004959106
TUN,2004,74.0,9.0,,95.72909,59610.0,98.76455,3.5826199054718,,,,,,,,,,,,,26.63196,6.72078990936279
TUN,2005,,9.0,,99.77927,59252.0,98.74059,5.03847980499268,,,,,,,,,,,,,24.13942,6.4515700340271
TUN,2006,,9.0,,97.51113,59265.0,98.52099,4.05335998535156,,,,,,,,,,,,,24.25454,6.43879985809326
TUN,2007,77.0,9.0,,100.14209,58879.0,97.54585,4.08418989181519,,,,,,,,,,,81.7436294555664,,24.59128,6.46451997756958
TUN,2008,78.0,9.0,,102.2218,59977.0,97.90199,3.11671996116638,37.0800018310547,11.3000001907349,,,,,,,,,82.4140319824219,89.9898986816406,24.99928,6.27157020568848
TUN,2009,,9.0,,103.49876,60374.0,98.53143,2.32327008247375,,,,,,,,,,,75.5232925415039,88.0248718261719,27.02453,6.528480052948
TUN,2010,79.0,9.0,73.1722259521484,106.62036,60186.0,98.83586,1.41601002216339,39.3300018310547,12.5,39.3347129821777,,,,,12.5006351470947,,,76.4180297851562,89.6492309570312,28.17329,5.96306991577148
TUN,2011,80.0,9.0,74.0105972290039,106.66052,59242.0,98.82468,1.97538995742798,40.5099983215332,13.2700004577637,40.3687629699707,,,,,13.2199869155884,,,,,,
TUN,2012,80.0,9.0,74.7149887084961,109.86005,61031.0,98.53917,1.09249997138977,39.8199996948242,12.3500003814697,39.8205528259277,,,,,12.34787940979,96.2070083618164,93.4660720825195,,,28.12726,5.95086002349854
TUN,2013,,9.0,75.5621032714844,109.16798,61002.0,98.84383,0.794439971446991,,,40.8919258117676,,,,,13.0610885620117,,,,,,
TUN,2014,79.0,9.0,52.1131973266602,113.20596,65835.0,,0.923330008983612,36.4223480224609,,24.5912227630615,,,1.1652010679245,,10.3284072875977,,,,,,
TUN,2015,,9.0,74.9410705566406,117.82675,70577.0,,0.914499998092651,,,41.6188354492188,,,,,14.0937633514404,,,,,23.93817,6.22044992446899
TUN,2016,,9.0,75.5617294311523,105.11919,70399.0,,0.972029983997345,44.5900001525879,15.1599998474121,41.1825523376465,,,,,14.2208051681519,,,,,,
TUN,2017,,9.0,75.623046875,108.95319,70630.0,,0.910799980163574,,,41.7812652587891,,,,,14.7631483078003,,,,,,
TUN,2018,79.4751129150391,9.0,64.378791809082,105.49719,71228.0,,0.869229972362518,42.7090911865234,,25.2944602966309,,13.3981304168701,,,,,,,,,
TUN,2019,81.0,9.0,76.0711517333984,,,,,43.25,16.1399993896484,31.9048309326172,,13.8788766860962,0.79323148727417,3.81808614730835,16.1405334472656,,,,,,6.1737322807312
TUN,2020,,9.0,,,75548.0,,0.644219994544983,,,,,,,,,,,,,,7.26507568359375
TUN,2021,,9.0,,,78774.0,,1.05719995498657,,,,,,,,,,,,,,6.67984676361084
TUN,2022,85.2149276733398,9.0,56.6217994689941,,81795.0,,1.71312999725342,42.0622406005859,,19.4402809143066,,12.8028297424316,,,15.5421934127808,,,,,,6.8049898147583
TUN,2023,,9.0,83.1604156494141,,84596.0,,1.9412100315094,,,43.9399337768555,,,,,15.0153465270996,,,,,,6.73398876190186
GAB,1997,,,,121.48438,4605.0,90.90869,14.3480501174927,,,,,,,,,,,,,,
GAB,1998,,10.0,,,,,,,,,,,,,,,,,,9.80873,3.41966009140015
GAB,1999,,10.0,,,5107.0,,,,,,,,,,,,,,,,3.08122992515564
GAB,2000,,10.0,,,,,,,,,,,,,,,,,,,3.82709002494812
GAB,2001,,10.0,,96.11397,5399.0,,,,,,,,,,,,,,,,
GAB,2002,,10.0,,100.83076,6612.0,,,,,,,,,,,,,,,,
GAB,2003,,10.0,,98.95292,7764.0,,,,,,,,,,,,,,,,
GAB,2004,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2005,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2006,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2007,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2008,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2009,,10.0,,,,,,,,,,,,,,,,,,,
GAB,2010,,10.0,,,,,,,,,,,,,,90.6875,76.7199630737305,,,37.84394,3.07808995246887
GAB,2011,,10.0,,,12961.0,,,,,,,,,,,83.8413772583008,66.6895294189453,,,34.09083,2.987459897995
GAB,2012,82.2837982177734,10.0,,,,,,,,,,,,,,89.3211822509766,62.3753890991211,,,33.89354,3.01340007781982
GAB,2013,,10.0,,,,,,,,,,,,,,97.780143737793,88.7264709472656,,,45.35416,3.02971005439758
GAB,2014,,10.0,,,,,,,,,,,,,,87.8607025146484,81.513427734375,,,37.82598,2.66667008399963
GAB,2015,,10.0,,,,,,,,,,,,,,,,,,,2.82435989379883
GAB,2016,,10.0,,,,,,,,,,,,,,,,,,,2.66773080825806
GAB,2017,,10.0,,,,,,,,,,,,,,,,,,,3.55570793151855
GAB,2018,,10.0,,,,,,,,,,,,,,,,,,,3.07154297828674
GAB,2019,,10.0,,,10060.0,,28.4673080444336,,,,35.6493110656738,,,,,,,,,,2.8743097782135
GAB,2020,,10.0,,,,,,,,,,,,,,,,,,,3.39874076843262
GAB,2021,88.8583374023438,10.0,,,,,,,,,,,,,,,,,,,2.70079278945923
GAB,2022,85.6900024414062,10.0,,,,,,,,,,,,,,,,,,,2.20773649215698
GAB,2023,,10.0,,,,,,,,,,,,,,,,,,,
BEN,1997,,,,77.6632,15705.0,62.47886,39.7159614562988,,,,,,,,,,,,,,
BEN,1998,,6.0,,88.2284,16043.0,,,,,,,,,,,83.061149597168,84.1685485839844,96.0204925537109,98.4308624267578,,2.74788999557495
BEN,1999,,6.0,,,16335.0,,,,,,,,,,,,,,,,1.92193996906281
BEN,2000,,6.0,,99.73154,17710.0,,,,,,,,,,,,,,81.3696365356445,21.75625,2.11366009712219
BEN,2001,,6.0,,101.96428,19710.0,,,,,,,,,,,,,,71.9998397827148,18.31953,2.36509990692139
BEN,2002,35.0,6.0,,103.97576,21766.0,,,14.3199996948242,2.16000008583069,,,,,,2.16000008583069,,,,,21.68571,2.15949010848999
BEN,2003,,6.0,,103.19863,19836.0,84.60479,18.3353996276855,,,,,,,,,,,,75.8667221069336,20.60177,2.28315997123718
BEN,2004,,6.0,,107.57535,25583.0,87.73149,15.116979598999,,,,,,,,,,,,79.4273681640625,19.48373,2.56690001487732
BEN,2005,,6.0,,107.28887,28148.0,83.75604,18.9012508392334,,,,,,,,,,,,86.2934265136719,21.20287,2.6566801071167
BEN,2006,28.7021102905273,6.0,,120.77007,31103.0,86.81449,16.077730178833,,,,,,,,,,,68.6467514038086,86.7472686767578,20.64072,2.56340003013611
BEN,2007,,6.0,,,,,,,,,,,,,,93.903923034668,96.0716781616211,91.0385971069336,94.302131652832,20.16098,2.36331009864807
BEN,2008,,6.0,,158.581,35938.0,90.1357,11.6960000991821,,,,,,,,,96.7127838134766,97.2649307250977,91.5554275512695,96.3097381591797,17.6369,2.77728009223938
BEN,2009,,6.0,,,38321.0,94.2321,5.70491981506348,,,,,,,,,96.5776214599609,95.2468338012695,84.0025405883789,94.2797088623047,18.49557,3.08927011489868
BEN,2010,,6.0,,146.60229,38540.0,94.92278,4.85535001754761,,,,,,,,,85.3099594116211,99.091796875,97.8521575927734,91.8484802246094,15.6043,3.67997002601624
BEN,2011,,6.0,36.8042030334473,146.54076,42293.0,94.8091,4.87275981903076,,,17.9728984832764,,,,,4.11995410919189,,,,,,4.40000009536743
BEN,2012,32.9488182067871,6.0,,156.18053,45010.0,95.50633,4.17354011535645,,,,,,,,,86.3810806274414,91.0519180297852,95.3914184570312,89.4220199584961,24.7532,3.56202006340027
BEN,2013,,6.0,,154.96226,47201.0,,3.90268993377686,,,,35.9283409118652,,,,,90.7843399047852,93.6087188720703,95.6957168579102,92.5010528564453,21.03575,3.3275101184845
BEN,2014,,6.0,,157.41453,46454.0,96.36058,3.53426003456116,,,,,,,,,92.7565383911133,93.7714385986328,94.7153091430664,93.4101181030273,20.34996,3.161789894104
BEN,2015,,6.0,,161.96453,49688.0,,,,,,,,,,,90.9773330688477,94.3720016479492,90.0409393310547,91.6901473999023,22.14901,3.17298007011414
BEN,2016,,6.0,,158.69049,54463.0,,3.06517004966736,,,,,,,,,,,,,,2.89910006523132
BEN,2017,38.871208190918,6.0,20.6630897521973,149.92287,51677.0,97.03352,2.98762011528015,10.3627195358276,,5.01374006271362,,2.53311991691589,,,,,,,,,3.53558993339539
BEN,2018,,6.0,33.6718482971191,146.92009,56738.0,97.21103,5.70115995407104,16.142448425293,4.99135065078735,16.142448425293,,0.0,0.0,0.0,4.99135065078735,,,,,,2.93161988258362
BEN,2019,,6.0,25.6372299194336,,53341.0,,10.2229499816895,14.0790596008301,,7.52790021896362,,3.54480004310608,,,,,,,,,2.96520113945007
BEN,2020,,6.0,,,57002.0,,10.8119602203369,,,,44.5165596008301,,,,,,,,,,3.09441518783569
BEN,2021,43.834171295166,6.0,25.7668399810791,,58524.0,,7.91363000869751,13.4002103805542,,6.4660701751709,44.6246109008789,3.06135010719299,,,,,,,,,3.20348429679871
BEN,2022,47.0999984741211,6.0,37.6049003601074,,59742.0,,5.41629981994629,22.1089344024658,5.15332889556885,10.6921663284302,44.7608909606934,4.79155015945435,0.103176459670067,1.29814279079437,4.97073268890381,,,,,,3.37785911560059
BEN,2023,,6.0,,,,,,,,,,,,,,,,,,,
BHS,1997,,,,89.19769,,,,,,,,,,,,,,,,,
BHS,1998,,12.0,,96.05085,,,,,,,,,,,,,,,,,
BHS,1999,,12.0,,115.77043,2406.0,91.06984,21.131929397583,,,,12.3687200546265,,,,,,,,,,
BHS,2000,,12.0,98.5,,,,,90.1100006103516,19.1800003051758,70.9400024414062,,0.340000003576279,,,,,,,,,2.23284006118774
BHS,2001,,12.0,,,,,,,,,,,,,,,,,,,
BHS,2002,,12.0,,,2029.0,,,,,,,,,,,,,,,,
BHS,2003,,12.0,,,,,,,,,,,,,,,,,,,
BHS,2004,,12.0,,99.09046,2150.0,89.40616,18.5603294372559,,,,20.1558094024658,,,,,,,,,,
BHS,2005,,12.0,,100.82061,,90.66472,15.2167901992798,,,,13.6624698638916,,,,,,,,,,
BHS,2006,,12.0,,101.8138,2335.0,86.51424,17.3724308013916,,,,,,,,,,,,,,
BHS,2007,,12.0,,103.78205,2420.0,87.28796,15.6173896789551,,,,,,,,,,,,,,
BHS,2008,,12.0,,101.79458,2333.0,86.09097,16.5985507965088,,,,,,,,,,,,,,
BHS,2009,,12.0,,98.07877,2683.0,82.08308,20.6159591674805,,,,,,,,,,,,,,
BHS,2010,,12.0,95.0800018310547,85.78259,2402.0,80.65799,22.3811798095703,89.1399993896484,31.2600002288818,81.879997253418,,15.2299995422363,0.46000000834465,4.1399998664856,22.8899993896484,,,,,,2.45165991783142
BHS,2011,,12.0,,92.13554,1996.0,85.85102,13.9839000701904,,,,,,,,,,,,,,2.35576629638672
BHS,2012,,12.0,,86.59924,1634.0,80.16219,18.9936199188232,,,,,,,,,,,,,,2.38704514503479
BHS,2013,,12.0,,84.28481,1803.0,74.89342,,,,,,,,,,,,,,,2.38595986366272
BHS,2014,,12.0,,84.93697,1743.0,75.62908,,,,,,,,,,,,,,,2.31407165527344
BHS,2015,,12.0,,87.15463,1555.0,79.96521,,,,,,,,,,,,,,,2.29697513580322
BHS,2016,,12.0,,83.06878,1611.0,75.50359,,,,,,,,,,,,,,,2.58660674095154
BHS,2017,,12.0,,88.50437,1555.0,,,,,,,,,,,,,,,,2.69140648841858
BHS,2018,,12.0,,83.28551,1517.0,74.38987,,,,,,,,,,,,,,,2.48519492149353
BHS,2019,,12.0,97.5113296508789,,1482.0,,,92.2605590820312,32.2809257507324,85.8606414794922,,,13.8984975814819,,22.493558883667,,,,,,2.6171863079071
BHS,2020,,12.0,,,,,,,,,,,,,,,,,,,3.7900116443634
BHS,2021,,12.0,,,1722.0,,,,,,13.8395595550537,,,,,,,,,,3.00693249702454
BHS,2022,,12.0,,,,,,,,,,,,,,,,,,,2.83657622337341
BHS,2023,,12.0,99.0614395141602,,2145.0,,29.3360500335693,94.5745544433594,38.1902084350586,90.9041137695312,12.5534496307373,,18.6790523529053,,27.9082431793213,,,,,,
UKR,1997,,,,101.36027,111369.0,,,,,,,,,,,,,,,11.77267,5.45600986480713
UKR,1998,,10.0,,,112125.0,,,,,,,,,,,,96.4381484985352,98.7437973022461,97.0749282836914,,4.44884014129639
UKR,1999,,10.0,,101.04705,107414.0,,,,,,,,,,,,,,,,3.61807990074158
UKR,2000,,10.0,,102.71155,104541.0,,,,,,,,,,,,95.5956497192383,83.220832824707,91.6926803588867,32.25602,4.02293014526367
UKR,2001,99.0,10.0,97.1800003051758,,105430.0,,,88.5400009155273,38.1399993896484,74.3199996948242,,16.75,0.0,16.2800006866455,38.1399993896484,,,,,31.87787,4.52568006515503
UKR,2002,,10.0,,,105180.0,96.35774,1.99586999416351,,,,3.20685005187988,,,,,,,,,33.96365,5.24006986618042
UKR,2003,,11.0,,107.51717,102581.0,90.118,8.08292961120605,,,,2.72078990936279,,,,,,,,,30.8986,5.4001898765564
UKR,2004,,11.0,,102.72874,99515.0,89.78398,8.16621017456055,,,,2.62930989265442,,,,,,,,,31.73469,5.12376022338867
UKR,2005,,11.0,,99.70486,104028.0,89.96799,7.68099021911621,,,,4.18494987487793,,,,,,,,,29.47957,5.84819984436035
UKR,2006,,11.0,,95.93316,102408.0,88.80159,7.73538017272949,,,,2.58912992477417,,,,,,,,,30.49106,5.97945976257324
