ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
KWT,2003,,9.0,,98.65147,11594.0,92.68112,2.63963007926941,,,,4.32884979248047,,,,,,,,,,5.2112922668457
KWT,2004,,9.0,,98.6865,12321.0,94.39939,2.44247007369995,,,,2.19295001029968,,,,,,,,,34.78536,5.53506994247437
KWT,2005,93.0,9.0,51.0299987792969,96.32585,16815.0,92.70689,2.59017992019653,43.5800018310547,,25.3600006103516,,8.46000003814697,,,13.5100002288818,96.9015808105469,96.8407135009766,83.9985198974609,92.2650604248047,32.60241,4.73833990097046
KWT,2006,93.0,9.0,51.8800010681152,97.67271,20056.0,,,44.810001373291,,25.5599994659424,,8.30000019073486,,,13.1499996185303,96.4699783325195,96.2998580932617,,,32.60061,3.75997996330261
KWT,2007,94.0,9.0,52.9599990844727,101.0392,22016.0,97.6507,0.501089990139008,46.2799987792969,,25.6200008392334,1.66933000087738,8.06999969482422,,,12.8199996948242,,,,,,
KWT,2008,94.0,9.0,55.5299987792969,101.42901,22895.0,98.59062,0.814989984035492,48.8800010681152,,26.5300006866455,,8.27999973297119,,,13.1800003051758,95.3788604736328,94.6282272338867,,,,
KWT,2009,,9.0,,,24605.0,,,,,,,,,,,,,,,,
KWT,2010,94.0,9.0,,105.28158,25520.0,99.00833,0.481669992208481,,,,2.48834991455078,,,,,,,,,,
KWT,2011,,9.0,,111.88627,25983.0,99.46206,0.0688399970531464,,,,4.26695013046265,,,,,81.1259078979492,76.1414794921875,,,,
KWT,2012,96.0,9.0,64.4800033569336,108.3482,26775.0,98.76138,1.72567999362946,56.0299987792969,,32.7000007629395,6.52349996566772,9.52000045776367,,,16.5,,,,,,
KWT,2013,96.0,9.0,57.75,103.71234,27801.0,98.04184,4.3640398979187,50.8300018310547,,28.3400001525879,9.56455039978027,8.71000003814697,,0.389999985694885,13.7700004577637,,,,,,
KWT,2014,,9.0,,,28610.0,97.95931,6.34940004348755,,,,11.2888298034668,,,,,100.0,100.0,,,,
KWT,2015,96.0,9.0,62.1599998474121,,29810.0,,2.95161008834839,55.8699989318848,,29.8999996185303,9.26576042175293,9.59000015258789,,0.419999986886978,15.0200004577637,,,,,,
KWT,2016,,9.0,,95.20939,30635.0,96.64405,,,,,,,,,,,,,,,5.95593976974487
KWT,2017,96.0,9.0,62.0,91.64863,31081.0,91.66328,,56.0800018310547,,30.6000003814697,,10.6700000762939,,0.419999986886978,17.3899993896484,,,,,,6.35444211959839
KWT,2018,96.0,9.0,61.7999992370605,89.5939,31524.0,88.23607,,55.9300003051758,,31.2000007629395,,11.1199998855591,,0.449999988079071,18.5100002288818,,,,,,6.39165258407593
KWT,2019,,9.0,,,33015.0,,,,,,,,,,,,,,,,6.72789573669434
KWT,2020,96.0,9.0,,,34105.0,,,,,,,,,,,,,,,,6.24513053894043
KWT,2021,,9.0,,,32782.0,,,,,,,,,,,,,,,,7.76246690750122
KWT,2022,,9.0,,,,,,,,,,,,,,,,,,,6.58236503601074
KWT,2023,,9.0,,,,,,,,,,,,,,,,,,,5.02626085281372
PAN,1997,,,,,,,,,,,,,,,,,,,,26.7799,3.84711003303528
PAN,1998,,11.0,,,,,,,,,,,,,,,,,,,
PAN,1999,,11.0,,107.78971,15069.0,93.12762,6.68267011642456,,,,23.1820697784424,,,,,,,,,26.12133,4.56723022460938
PAN,2000,92.0,11.0,81.2799987792969,107.91806,16187.0,94.87504,5.25768995285034,52.1399993896484,11.1700000762939,36.5400009155273,21.1874904632568,,,,10.4499998092651,,,,,25.34727,4.75968980789185
PAN,2001,,11.0,78.0100021362305,114.39503,16780.0,96.15982,3.52049994468689,48.4000015258789,,33.939998626709,18.3631706237793,,,,,96.7426376342773,96.2588729858398,96.4035491943359,96.5690231323242,26.45453,4.10587978363037
PAN,2002,,11.0,79.120002746582,117.43401,17296.0,98.30693,0.994029998779297,49.8800010681152,,35.4000015258789,16.3800296783447,,,,,90.7383804321289,99.1720809936523,58.9937782287598,79.0294876098633,28.13009,4.19163990020752
PAN,2003,,11.0,79.7200012207031,,,,,51.0900001525879,,36.1100006103516,,,,,,,,,,,4.16870021820068
PAN,2004,,11.0,80.379997253418,115.20385,17882.0,98.59393,0.313739985227585,52.1100006103516,,37.0,17.4967594146729,,,,,95.3295593261719,,,,28.35409,3.5786600112915
PAN,2005,,11.0,80.9100036621094,106.20098,17751.0,98.15664,0.347469985485077,52.5299987792969,,37.4599990844727,18.9400691986084,,,,,98.2944488525391,,,,,
PAN,2006,,11.0,81.6600036621094,111.53205,17831.0,98.75749,0.216480001807213,53.2299995422363,,37.9599990844727,18.3972396850586,,,,,,,,,,
PAN,2007,,11.0,81.9300003051758,110.82082,18183.0,98.69901,0.229499995708466,54.4599990844727,,39.1599998474121,,,,,,100.0,100.0,,,,
PAN,2008,,11.0,83.0400009155273,104.60676,18364.0,97.59261,0.288989990949631,56.0800018310547,,40.0900001525879,12.8062496185303,,,,,,,,85.8523712158203,,3.50229001045227
PAN,2009,,11.0,82.9400024414062,101.64109,18651.0,94.57315,2.73746991157532,56.4700012207031,,40.9900016784668,10.9115200042725,,,,,,,,,,
PAN,2010,94.0,11.0,82.629997253418,99.72112,18746.0,96.24658,2.37689995765686,61.4900016784668,22.7399997711182,43.0,8.48190975189209,16.0900001525879,0.259999990463257,2.36999988555908,21.3600006103516,,,,,,
PAN,2011,,11.0,83.1699981689453,97.09386,19108.0,95.14136,3.71076011657715,57.6399993896484,,43.3199996948242,10.4238500595093,,,,,,,,,22.24082,3.15900993347168
PAN,2012,,11.0,83.9927062988281,95.0176,19340.0,94.75698,4.65888023376465,,,45.3415908813477,,,,,15.3297824859619,,,86.9865264892578,,,
PAN,2013,,11.0,84.4899978637695,97.00525,19507.0,93.05661,6.39917993545532,60.0900001525879,,45.0800018310547,6.88845014572144,,,,,89.0569000244141,,95.7366485595703,,,
PAN,2014,,11.0,84.9400024414062,97.06159,19404.0,90.58017,8.71041011810303,60.9500007629395,,46.0900001525879,10.240779876709,,,,,,,,,,3.17401003837585
PAN,2015,,11.0,85.5500030517578,99.91097,19072.0,87.74289,10.2709102630615,61.7000007629395,,46.7700004577637,8.86386013031006,,,,,,,,,,3.36669993400574
PAN,2016,,11.0,86.1800003051758,,19072.0,,,62.4799995422363,,47.8199996948242,,,,,,,,,,,3.42913007736206
PAN,2017,,11.0,86.3899993896484,91.51725,19072.0,86.78174,13.0242204666138,62.6699981689453,,47.1500015258789,11.7686395645142,,,,,,,,,,3.49375009536743
PAN,2018,95.0,11.0,86.4300003051758,,22228.0,,,62.7200012207031,,47.1500015258789,,,,,,,,,,,3.4535698890686
PAN,2019,96.0,11.0,87.5,,23360.0,,11.456859588623,64.3899993896484,26.7199993133545,49.0200004577637,,19.6299991607666,0.230000004172325,16.7999992370605,26.7199993133545,,,,,,3.09329414367676
PAN,2020,,11.0,91.8720397949219,,23053.0,,10.8986902236938,,,54.1473083496094,,,,,16.6326961517334,,,,,,4.30284023284912
PAN,2021,,11.0,88.6600036621094,,22102.0,,4.27251005172729,66.6399993896484,,51.439998626709,,,,,,,,,,,3.71141004562378
PAN,2022,,11.0,88.5,,,,3.90560007095337,66.5699996948242,16.6090145111084,51.2900009155273,,16.2066173553467,0.20495080947876,2.8737461566925,16.6090145111084,,,,,,3.36693000793457
PAN,2023,,11.0,88.6054763793945,,,,9.74936008453369,66.5643920898438,16.7714004516602,51.134162902832,,16.1276836395264,0.260885536670685,4.03902769088745,16.7714004516602,,,,,,
CUB,1997,,,,104.53209,92820.0,98.59347,0.468419998884201,,,,,,,,,,,,,,
CUB,1998,,9.0,,,91310.0,98.64079,0.525170028209686,,,,,,,,,,,,,16.43377,6.20873022079468
CUB,1999,,9.0,,92.43857,91220.0,99.38004,0.40217000246048,,,,4.01814985275269,,,,,,,,,15.92241,6.75523996353149
CUB,2000,,9.0,,94.23989,90920.0,99.56287,0.221359997987747,,,,2.31694006919861,,,,,95.8109588623047,92.3494415283203,85.5656585693359,92.0906219482422,17.5713,7.70481014251709
CUB,2001,,9.0,,94.82532,93758.0,99.57259,0.0697100013494492,,,,3.36546993255615,,,,,91.4711074829102,88.6781463623047,84.1412734985352,88.9294509887695,17.10481,8.3580904006958
CUB,2002,100.0,9.0,85.9400024414062,97.20523,,99.75433,0.1807000041008,68.7799987792969,9.35999965667725,40.3499984741211,0.621559977531433,9.35999965667725,,,9.35999965667725,85.0160369873047,82.123908996582,85.8530731201172,83.4990921020508,17.53864,9.57116985321045
CUB,2003,,9.0,,92.64545,86641.0,98.53063,0.40777999162674,,,,0.396319985389709,,,,,,,,,,9.9408597946167
CUB,2004,,9.0,,99.91424,88498.0,98.08077,0.579169988632202,,,,0.728820025920868,,,,,86.6082992553711,85.8524475097656,81.507942199707,86.0403823852539,21.77871,10.2682304382324
CUB,2005,,9.0,,97.82657,86827.0,97.15545,0.832300007343292,,,,1.92648005485535,,,,,91.8462219238281,82.8443832397461,84.7616500854492,86.8236083984375,22.06052,10.5577802658081
CUB,2006,,9.0,,97.74953,89181.0,96.23339,1.30622005462646,,,,2.01830005645752,,,,,96.3420867919922,82.4092330932617,87.4369888305664,88.904052734375,22.89283,9.05716991424561
CUB,2007,,9.0,,94.57728,91530.0,97.09571,0.627020001411438,,,,2.97919988632202,,,,,98.3798904418945,95.6598587036133,96.9489974975586,96.9447479248047,25.11732,11.8682098388672
CUB,2008,,9.0,,94.04618,90677.0,97.00971,1.55830001831055,,,,2.74586009979248,,,,,98.6208267211914,96.4336013793945,98.4971771240234,97.8909301757812,,14.0590801239014
CUB,2009,,9.0,,99.06881,92016.0,98.54049,1.18499004840851,,,,4.76989984512329,,,,,99.0473098754883,97.631706237793,98.6759872436523,98.4658508300781,,13.1248598098755
CUB,2010,,9.0,,99.49389,93414.0,99.16357,1.58601999282837,,,,3.73639988899231,,,,,99.5441513061523,98.519416809082,99.1841812133789,99.1022491455078,,12.8373098373413
CUB,2011,,9.0,,95.22566,90918.0,98.74034,2.44699001312256,,,,3.92172002792358,,,,,,,,,,
CUB,2012,100.0,9.0,91.1900024414062,92.33035,88699.0,97.99625,2.1967499256134,81.1500015258789,30.6900005340576,57.4099998474121,3.41669988632202,14.1800003051758,0.349999994039536,4.69999980926514,15.0799999237061,,,,,,11.5516605377197
CUB,2013,,9.0,,86.83195,85202.0,97.98416,0.658469974994659,,,,5.65537977218628,,,,,,,,,,10.6716957092285
CUB,2014,,9.0,,88.90238,84209.0,95.07011,2.32894992828369,,,,5.04165983200073,,,,,,,,,,9.6074686050415
CUB,2015,,9.0,,98.01284,83798.0,94.08411,2.77129006385803,,,,5.59558010101318,,,,,,,,,,8.96333694458008
CUB,2016,,9.0,,104.34431,84101.0,94.53374,2.72300004959106,,,,4.40488004684448,,,,,,,,,,9.01313304901123
CUB,2017,,9.0,,101.99579,83125.0,95.68529,2.99349999427795,,,,3.90488004684448,,,,,,,,,,
CUB,2018,,9.0,,104.54278,80922.0,97.84442,2.87445998191833,,,,3.67641997337341,,,,,,,,,,
CUB,2019,97.6549072265625,9.0,91.9494781494141,,80503.0,,2.6006600856781,80.2341232299805,,55.3308181762695,5.53000020980835,15.3287696838379,,,,,,,,,9.04696941375732
CUB,2020,,9.0,,,84629.0,,2.12477993965149,,,,7.09507989883423,,,,,,,,,,
CUB,2021,99.6731109619141,9.0,,,88326.0,,2.16739988327026,,,,7.21810007095337,,,,,,,,,,9.38586235046387
CUB,2022,,9.0,,,90000.0,,4.39215993881226,,,,7.63144016265869,,,,,,,,,,
CUB,2023,,9.0,,,86806.0,,4.64097023010254,,,,7.04622983932495,,,,,,,,,,
ALB,1997,,,,,13342.0,,,,,,,,,,,,,,,,3.37947010993958
ALB,1998,,8.0,,,,,,,,,,,,,,,,,,,3.53697991371155
ALB,1999,,8.0,,,,96.79354,1.63148999214172,,,,,,,,,,,,,,3.59293007850647
ALB,2000,,8.0,,99.64106,12551.0,95.38335,,,,,,,,,,,,,,,3.4301700592041
ALB,2001,99.0,8.0,91.4000015258789,100.86266,12607.0,93.86551,,75.7300033569336,,37.0400009155273,,7.42999982833862,,,7.42999982833862,,,,,,3.45869994163513
ALB,2002,,8.0,,,,,,,,,,,,,,,,,,,3.11779999732971
ALB,2003,,8.0,,99.0519,11762.0,91.69871,1.33887004852295,,,,,,,,,,,,,,3.13823008537292
ALB,2004,,8.0,,96.76905,,90.92345,3.56275010108948,,,,,,,,,,,,,,3.22751998901367
ALB,2005,,8.0,,97.47824,,,,,,,,,,,,,,,,,3.28154993057251
ALB,2006,,8.0,,94.867,,,,,,,,,,,,,,,,,3.1914598941803
ALB,2007,,8.0,,97.45695,,,,,,,,,,,,,,,,,3.27592992782593
ALB,2008,96.0,8.0,92.4000015258789,99.98346,10277.0,86.78701,6.73450994491577,81.7300033569336,,39.8899993896484,,9.81999969482422,,,9.81999969482422,,,,,,3.50922608375549
ALB,2009,,8.0,,86.52737,11701.0,85.34118,5.63090991973877,,,,,,,,,,,,,,
ALB,2010,,8.0,95.7005767822266,98.08922,11409.0,85.95611,6.39161014556885,83.5399932861328,,42.0615043640137,,,0.21496993303299,,9.98201656341553,,,,,,3.41307497024536
ALB,2011,97.0,8.0,95.8499984741211,97.7791,10854.0,86.99052,4.81195020675659,85.2300033569336,,43.4900016784668,,12.0,0.0,10.539999961853,12.0,,,,,,3.24000835418701
ALB,2012,97.0,9.0,95.5100021362305,101.7773,10605.0,89.53195,3.54341006278992,87.2099990844727,,45.2799987792969,,12.8999996185303,0.0900000035762787,12.3299999237061,12.8999996185303,,,,,,3.30906105041504
ALB,2013,,9.0,95.9353790283203,106.80678,10402.0,95.41897,3.15807008743286,86.9020080566406,12.9113216400146,43.7557601928711,0.984170019626617,12.9113216400146,0.0419836044311523,11.3742208480835,12.9113216400146,,90.1551666259766,85.1783599853516,91.4131622314453,21.92905,3.53929996490479
ALB,2014,,9.0,96.5201034545898,107.6333,10343.0,97.59204,0.383619993925095,87.4635696411133,13.1912441253662,45.9827041625977,1.34599995613098,13.1912441253662,0.0585576295852661,11.0894594192505,13.1912441253662,,,,,,3.21696710586548
ALB,2015,,9.0,97.0612411499023,111.0067,10119.0,97.79873,0.208829998970032,88.6462173461914,14.8080072402954,48.1863632202148,0.455359995365143,14.8080072402954,0.0777257233858109,12.9915361404419,14.8080072402954,93.6951599121094,88.2799530029297,90.795036315918,91.9454193115234,21.15599,3.43796992301941
ALB,2016,,9.0,97.2195816040039,109.28381,9867.0,97.65542,0.155709996819496,89.3892822265625,14.3157796859741,46.9845199584961,0.708530008792877,14.3157796859741,0.0661238133907318,12.4316911697388,14.3157796859741,,87.244873046875,,91.6376113891602,19.09854,3.96209001541138
ALB,2017,98.8162307739258,9.0,96.5127563476562,111.50482,9743.0,97.77841,0.767530024051666,83.5595169067383,15.4560966491699,46.3533401489258,4.99675989151001,16.1501998901367,0.0964154675602913,13.3784856796265,15.4560966491699,93.4418182373047,85.974739074707,92.2494277954102,91.7005386352539,18.85009,3.61172008514404
ALB,2018,,9.0,97.0979614257812,109.09234,9723.0,97.44221,1.36746001243591,90.2688522338867,16.839599609375,49.8858070373535,1.20904004573822,16.4676494598389,0.220393925905228,13.6559572219849,16.839599609375,99.1517715454102,85.3626022338867,89.85302734375,93.8843688964844,,3.15294480323792
ALB,2019,,9.0,97.4445037841797,,9778.0,,2.19484996795654,90.7103652954102,17.6892547607422,50.7128944396973,2.05876994132996,17.3219871520996,0.230088248848915,14.6913003921509,17.6892547607422,88.9844512939453,79.088623046875,88.9567718505859,86.8448181152344,,3.91623997688293
ALB,2020,,9.0,,,9668.0,,3.96765995025635,,,,2.79332995414734,,,,,,83.6322479248047,84.9109802246094,88.5907974243164,,3.3422999382019
ALB,2021,,9.0,97.8259353637695,,9738.0,,6.6652398109436,91.8594970703125,,51.8425102233887,2.63306999206543,18.2029342651367,0.309884160757065,15.0756807327271,18.5665912628174,,,,91.5721435546875,,3.02255988121033
ALB,2022,98.5,9.0,97.853141784668,,9668.0,,8.47797012329102,92.1410675048828,,53.2684860229492,2.74965000152588,19.834644317627,0.239959329366684,16.1791229248047,20.4319515228271,,,,89.3625717163086,,2.74432992935181
ALB,2023,,9.0,,,9584.0,,10.8653202056885,,,,5.44810009002686,,,,,,,,,,
COL,1997,,,,,,,,,,,,,,,,,,,,,
COL,1998,,10.0,,143.90119,220517.0,95.15108,2.15824007987976,,,,,,,,,,,,,19.59094,3.92644000053406
COL,1999,,10.0,,143.07056,214911.0,96.34386,0.463739991188049,,,,,,,,,,,,,19.07028,4.44080018997192
COL,2000,,10.0,,144.22188,197374.0,96.76601,0.0,,,,,,,,,,,,,19.87775,3.5112099647522
COL,2001,,10.0,,136.89559,197234.0,94.8532,0.0,,,,,,,,,,,,,19.87471,3.70867991447449
COL,2002,,10.0,69.3399963378906,139.00011,193627.0,95.91679,0.0,37.6800003051758,,32.2900009155273,,,,,,,,,,,
COL,2003,,10.0,69.7399978637695,,,,,38.3699989318848,,33.2299995422363,,,,,,,,,,,
COL,2004,93.0,10.0,70.7600021362305,134.4394,188147.0,94.55713,0.415069997310638,39.7200012207031,,34.6800003051758,,,,,15.3699998855591,,,,,13.3083,
COL,2005,93.0,10.0,71.5500030517578,133.76498,186898.0,97.36612,0.326380014419556,40.7999992370605,,35.5499992370605,10.1400003433228,,,,15.8800001144409,,,,,13.81403,
COL,2006,92.0,10.0,69.5100021362305,132.15674,187920.0,96.31078,0.172969996929169,37.8800010681152,,32.2700004577637,5.22513008117676,,,,11.3599996566772,,,,,,
COL,2007,93.0,10.0,70.9899978637695,128.54081,179286.0,95.70891,0.0850500017404556,41.9300003051758,,36.5200004577637,4.0927300453186,9.6899995803833,,2.50999999046326,14.5500001907349,,,,,,
COL,2008,93.0,10.0,72.0699996948242,130.70431,179806.0,,0.200949996709824,43.6399993896484,,38.4599990844727,3.85532999038696,9.96000003814697,,2.36999988555908,15.3199996948242,,,,,22.04587,
COL,2009,93.0,10.0,71.7300033569336,122.3371,180806.0,,0.228180006146431,43.1100006103516,,37.9799995422363,2.26079988479614,9.1899995803833,,2.33999991416931,14.7200002670288,,,,,19.59373,
COL,2010,93.0,10.0,71.5599975585938,116.76517,180760.0,,0.269800007343292,43.75,,38.7999992370605,2.94413995742798,9.47000026702881,,2.5699999332428,15.6800003051758,,,,,22.10541,
COL,2011,94.0,10.0,72.4599990844727,118.11763,178550.0,,0.107179999351501,44.9199981689453,,39.9099998474121,0.904619991779327,9.52000045776367,,2.76999998092651,16.2099990844727,,,,,20.60527,
COL,2012,,10.0,72.9400024414062,119.7206,189335.0,95.24385,1.70736002922058,45.9300003051758,,41.0099983215332,2.58501005172729,9.47000026702881,,2.79999995231628,17.0900001525879,,,,,21.97269,
COL,2013,,10.0,73.8199996948242,122.13329,188462.0,92.79763,,47.5299987792969,,42.7700004577637,1.95310997962952,10.0799999237061,,3.09999990463257,18.5900001525879,,,,,17.72644,
COL,2014,94.0,10.0,74.620002746582,119.55863,187042.0,92.90561,,48.6800003051758,,43.8699989318848,3.00297999382019,10.5100002288818,,3.27999997138977,19.7099990844727,,,,,20.75521,
COL,2015,94.0,12.0,75.129997253418,115.45721,184791.0,96.38124,3.39695000648499,49.5499992370605,,44.7400016784668,4.57650995254517,10.3000001907349,,3.16000008583069,19.5200004577637,,,,,21.38159,
COL,2016,95.0,12.0,76.2099990844727,114.39594,182919.0,95.42469,5.22432994842529,51.2900009155273,,46.5800018310547,4.93805980682373,10.8999996185303,,3.3199999332428,20.1399993896484,,,,,22.97659,
COL,2017,,12.0,76.9700012207031,111.85605,184384.0,97.34596,4.07456016540527,52.2900009155273,,47.7200012207031,4.46340990066528,,,,,,,,,22.49238,
COL,2018,95.0,12.0,78.0400009155273,113.5463,,97.75807,4.69546985626221,53.6300010681152,,49.0900001525879,3.95534992218018,11.7600002288818,,3.5699999332428,21.25,,,,,23.31461,
COL,2019,95.0,12.0,79.25,,184695.0,,5.02229022979736,55.1800003051758,21.6299991607666,50.5800018310547,3.39484000205994,12.0699996948242,,3.72000002861023,21.6299991607666,,,,,,
COL,2020,96.0,12.0,81.4199981689453,,176442.0,,6.11108016967773,57.7400016784668,22.5400009155273,53.1599998474121,2.58856010437012,12.8500003814697,,3.86999988555908,22.5400009155273,,,,,,
COL,2021,,12.0,81.0699996948242,,173243.0,,6.98671007156372,58.0499992370605,,53.7000007629395,2.33802008628845,,,,,,,,,,
COL,2022,,12.0,81.6399993896484,,180781.0,,7.32453012466431,60.1399993896484,26.5198307037354,56.0800018310547,4.43837022781372,16.20046043396,0.140416592359543,4.19340419769287,26.4127159118652,,,,,,
COL,2023,,12.0,82.2666397094727,,,,,61.0309257507324,27.0100975036621,57.0241394042969,,16.4727363586426,0.148909509181976,4.56094074249268,26.9080657958984,,,,,,
MNG,1997,,,,100.23706,7587.0,85.10677,16.3515300750732,,,,33.0708808898926,,,,,,,,,15.93198,3.948970079422
MNG,1998,,8.0,,102.58281,7730.0,88.81156,12.1493396759033,,,,31.1112499237061,,,,,99.2902984619141,96.7656784057617,100.0,97.4491271972656,,5.49302005767822
MNG,1999,,8.0,,109.51434,7750.0,90.70832,10.3579196929932,,,,26.9960098266602,,,,,99.2692184448242,96.7018280029297,100.0,97.7940902709961,,5.14565992355347
MNG,2000,98.0,8.0,94.4599990844727,109.40919,7778.0,92.86049,8.80910968780518,80.2099990844727,30.5699996948242,53.3699989318848,24.0503406524658,12.2299995422363,,,,99.7996368408203,99.0907211303711,100.0,99.1881713867188,,5.55037021636963
MNG,2001,,8.0,,106.75111,7755.0,94.21754,7.25558996200562,,,,20.0913600921631,,,,,,,,,,4.93606424331665
MNG,2002,,9.0,,105.18195,7591.0,93.14444,7.573890209198,,,,16.4986591339111,,,,,,,97.3040237426758,95.0684585571289,15.45912,7.21078014373779
MNG,2003,,9.0,,121.41106,7757.0,85.97644,13.4143695831299,,,,8.78827953338623,,,,,,,,,,
MNG,2004,,9.0,,119.92321,7172.0,92.85244,5.79781007766724,,,,6.97570991516113,,,,,,,,,18.43274,4.32572984695435
MNG,2005,,9.0,,,7338.0,93.28593,7.57090997695923,,,,4.18553018569946,,,,,,,,,,
MNG,2006,,12.0,,120.85477,7562.0,97.9442,3.61656999588013,,,,6.18811988830566,,,,,,,,,,
MNG,2007,,12.0,,125.40374,7572.0,97.74011,3.81348991394043,,,,7.55359983444214,,,,,,,,,,4.69013023376465
MNG,2008,,12.0,,137.19384,7694.0,98.17242,1.88064002990723,,,,8.02130031585693,,,,,,,,,,
MNG,2009,,12.0,,146.69206,8320.0,96.47395,2.18859004974365,,,,,,,,,,,,,,5.14484977722168
MNG,2010,98.0,12.0,95.4899978637695,115.44942,9060.0,97.65084,1.44869995117188,84.7099990844727,35.5299987792969,67.5699996948242,,23.7099990844727,0.259999990463257,2.48000001907349,,,,,,6.68271,4.64510011672974
MNG,2011,,12.0,,104.83606,9059.0,98.0403,1.95340001583099,,,,,,,,,99.3395919799805,89.3439712524414,,,3.82765,4.60902976989746
MNG,2012,,12.0,,100.97631,8916.0,97.47327,3.22550988197327,,,,,,,,,99.9968795776367,99.9650192260742,100.0,99.9860763549805,19.55295,5.96198511123657
MNG,2013,,12.0,96.9898071289062,97.79267,8895.0,95.08334,4.99895000457764,88.8533020019531,34.2795104980469,72.9944839477539,,26.5189304351807,0.111136302351952,1.41973757743835,26.5189304351807,100.0,100.0,100.0,99.9869766235352,16.41355,5.24104022979736
MNG,2014,,12.0,96.5514068603516,106.41262,8795.0,95.29553,5.10128021240234,89.9170913696289,35.9991035461426,77.6869354248047,,26.716423034668,0.155001819133759,1.54269051551819,26.716423034668,100.0,100.0,100.0,99.9966278076172,14.28698,5.42825603485107
MNG,2015,,12.0,97.0015487670898,110.7233,8901.0,96.79701,4.84401988983154,90.4637069702148,36.8780479431152,78.0790023803711,,29.1100387573242,0.116347625851631,1.56890153884888,29.1100387573242,100.0,100.0,100.0,99.9991073608398,11.44633,4.38715648651123
MNG,2016,,12.0,97.2771530151367,109.1291,9241.0,98.72633,3.73014998435974,90.67626953125,37.125114440918,79.1352081298828,,29.1731624603271,0.114314951002598,1.87586915493011,29.1731624603271,85.2835235595703,85.4881286621094,,86.0299911499023,10.96171,5.20043277740479
MNG,2017,,12.0,96.9033126831055,98.32495,9564.0,98.85288,4.35439014434814,90.7999496459961,37.1096076965332,79.5541534423828,,29.9934101104736,0.125870183110237,1.39900517463684,29.9934101104736,89.3621826171875,90.2448120117188,41.3465194702148,91.1134567260742,6.40868,4.31822395324707
MNG,2018,96.8963470458984,12.0,87.5808029174805,102.14242,10238.0,98.69302,3.16599917411804,68.6274108886719,65.5077362060547,41.5156402587891,7.5959005355835,29.282169342041,0.205403074622154,2.16063714027405,38.6020545959473,,,,,,3.99742722511292
MNG,2019,,12.0,97.4604949951172,,10736.0,,3.94148755073547,90.8815612792969,66.2388076782227,81.0829620361328,6.68167734146118,31.90478515625,0.236453503370285,2.64457035064697,40.1022109985352,,,,,,3.65236973762512
MNG,2020,99.0,12.0,91.0299987792969,,10735.0,,4.91705894470215,76.2900009155273,40.3499984741211,44.9500007629395,6.02563571929932,32.5999984741211,0.200000002980232,3.14000010490417,34.1500015258789,,,,,,4.66345500946045
MNG,2021,,12.0,96.278076171875,,11260.0,,5.38902711868286,91.3330459594727,66.0881881713867,80.8876876831055,2.90477466583252,32.8566627502441,0.210473924875259,2.53889489173889,40.7152252197266,,,,,,3.34389615058899
MNG,2022,,12.0,96.2594146728516,,11509.0,,5.21804285049438,91.0687408447266,61.7647285461426,79.1496810913086,4.35991096496582,31.6441268920898,0.273302972316742,3.01483654975891,38.6003150939941,,,,,,4.18056726455688
MNG,2023,,12.0,97.5942153930664,,11744.0,,5.06079483032227,93.4936676025391,59.7206840515137,82.9093627929688,4.48691320419312,31.7103157043457,0.26955059170723,3.4755072593689,,,,,,,3.74101543426514
CAF,1997,,,,,,,,,,,,,,,,,,,,,
CAF,1998,,10.0,,,,,,,,,,,,,,,,,,,
CAF,1999,,10.0,,,,,,,,,,,,,,,,,,,1.69001996517181
CAF,2000,51.0,10.0,,,,,,,,,,,,,,,,,,,1.61265003681183
CAF,2001,,10.0,,,,,,,,,,,,,,,,,,,
CAF,2002,,10.0,,66.32729,,,,,,,,,,,,,,,,,1.5195699930191
CAF,2003,,10.0,,,,,,,,,,,,,,,,,,,1.53980004787445
CAF,2004,,10.0,,59.77368,,,,,,,,,,,,,,,,,1.6245299577713
CAF,2005,,10.0,,65.73093,4653.0,47.62176,56.9602088928223,,,,,,,,,98.1830978393555,96.0293579101562,98.6766815185547,97.7526168823242,,1.65222001075745
CAF,2006,,10.0,,62.07407,,47.84438,56.7979393005371,,,,,,,,,,,,,22.81854,1.41506004333496
